,authorDisplayName,authorProfileImageUrl,authorChannelUrl,authorChannelId,channelId,videoId,textDisplay,textOriginal,parentId,canRate,viewerRating,likeCount,moderationStatus,publishedAt,updatedAt,lang,pred_label
54,GOD ,https://yt3.ggpht.com/VDBgkIpMn8eAE5eoJTHQsVZv4KioPuYj25wrq9-GIxOiRh0n_yz74NJq3IHA4pkKbcMm6glrAg=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCl-zY6OdGrfoZJrtnTB1sSw,{'value': 'UCl-zY6OdGrfoZJrtnTB1sSw'},UCAQg09FkoobmLquNNoO4ulg,ct_9X-gwKMs,"American :eggplant<br>British:Aubergine<br>Bharati/Indian: favourite subject<br>Aai,baigan😂😂<br><br>Indians will get it","American :eggplant
British:Aubergine
Bharati/Indian: favourite subject
Aai,baigan😂😂

Indians will get it",,True,none,0,,2023-10-14T17:26:15Z,2023-10-14T17:26:15Z,en,Joking
57,Emma onill,https://yt3.ggpht.com/2HcqnHRilZMzmsJX5aBP9-UO1G5pTA-kbY2OC1Uz30FWAZyUYju3GzYi-Ln7r5wZvw_eJgGpM84=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCnTyqBXucCR56Dk85GRAihA,{'value': 'UCnTyqBXucCR56Dk85GRAihA'},UCAQg09FkoobmLquNNoO4ulg,ct_9X-gwKMs,I speak british,I speak british,,True,none,0,,2023-10-14T17:13:46Z,2023-10-14T17:13:46Z,en,New Subscriber
59,Amin Afridi,https://yt3.ggpht.com/ytc/APkrFKZoG-gFrmo65_s_wsozdBegJlpGe2cyVWBanqwyY6XJjBIyXEjEo-tsXZpTAb2w=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCiuVkmFShe46IUpeR4CSEVg,{'value': 'UCiuVkmFShe46IUpeR4CSEVg'},UCAQg09FkoobmLquNNoO4ulg,PT765vSgH6o,mam how i can get scalarship in the usa different universities,mam how i can get scalarship in the usa different universities,,True,none,0,,2023-10-14T17:02:35Z,2023-10-14T17:02:35Z,en,Questions
60,Sheetal Hada,https://yt3.ggpht.com/ytc/APkrFKb25SolaiupFZX1xNI8G80Ykox7g9ItHTnD9A=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCSOwJ1zP-B7zh6nZT0Gi-ZA,{'value': 'UCSOwJ1zP-B7zh6nZT0Gi-ZA'},UCAQg09FkoobmLquNNoO4ulg,ct_9X-gwKMs,Brinjal left the chat,Brinjal left the chat,,True,none,0,,2023-10-14T17:01:55Z,2023-10-14T17:01:55Z,en,Positive Feedback
61,Zachy’s Gaming,https://yt3.ggpht.com/v9pWBRo01C_ifboKAYK9MN9x5LlnLN5ORN8BBf-U_6MYlZ-mvcBXWjK_FcW8DWnEphtyoaOPFw=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCAaULAnr9GhbwuUJ7yX0kZw,{'value': 'UCAaULAnr9GhbwuUJ7yX0kZw'},UCAQg09FkoobmLquNNoO4ulg,ct_9X-gwKMs,American eggplant <br>British peni,"American eggplant 
British peni",,True,none,0,,2023-10-14T16:59:47Z,2023-10-14T16:59:47Z,en,Constructive Criticism
63,"USA, country ball.",https://yt3.ggpht.com/Vqt--SYS-wQOqELuVpoz7z1CJE_5YsgkAzQWDC4RVMOsFZAeMsZFRU-2nW2QmV7X7j8B7Ijz=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UC9SWRJi4Mw1T4IWeby6lT1g,{'value': 'UC9SWRJi4Mw1T4IWeby6lT1g'},UCAQg09FkoobmLquNNoO4ulg,HDNq6ypnQqU,Welcome to the USA 🇺🇸 we don’t play around here.,Welcome to the USA 🇺🇸 we don’t play around here.,,True,none,0,,2023-10-14T16:51:47Z,2023-10-14T16:51:47Z,en,New Subscriber
64,zeus,https://yt3.ggpht.com/-1duT1b8EZz0PxgqWBAiorm9-gmXabL1YEFQw5FK7nunPZmME4e0Ka_fJzrIka_D4zezbpAyMA=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCnOaGyuK_w-sfhGCPCXa-ug,{'value': 'UCnOaGyuK_w-sfhGCPCXa-ug'},UCAQg09FkoobmLquNNoO4ulg,ct_9X-gwKMs,Tofee💀,Tofee💀,,True,none,0,,2023-10-14T16:51:31Z,2023-10-14T16:51:31Z,en,Positive Feedback
65,Karan 35,https://yt3.ggpht.com/ytc/APkrFKZMPO8bNc8hpR5oH_tnozeIEdDMOkQ1qLmDbQ=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCAypriMPe0iZ77osuqy_jaA,{'value': 'UCAypriMPe0iZ77osuqy_jaA'},UCAQg09FkoobmLquNNoO4ulg,ct_9X-gwKMs,Indians - where am i,Indians - where am i,,True,none,0,,2023-10-14T16:50:34Z,2023-10-14T16:50:34Z,en,Questions
66,fuzail Ahmad ansari,https://yt3.ggpht.com/ytc/APkrFKb3uq_P5TBseFxggTia2FOvuZUOJHGiifbnFg=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCaFtaqUIKuh7TyrLs-bcKWQ,{'value': 'UCaFtaqUIKuh7TyrLs-bcKWQ'},UCAQg09FkoobmLquNNoO4ulg,f9ED2shSRJg,your accent is very clear  ..many many thank you mam,your accent is very clear  ..many many thank you mam,,True,none,0,,2023-10-14T16:47:28Z,2023-10-14T16:47:28Z,en,Positive Feedback
68,Rajshree Kumar,https://yt3.ggpht.com/ytc/APkrFKatL6VAyBRvVfpmlczahwc_EnwhGVvqH9vp4devVieqekSPYHug040nN_KXM_d0=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCOsIJf4-JcPXf455qKwuRhA,{'value': 'UCOsIJf4-JcPXf455qKwuRhA'},UCAQg09FkoobmLquNNoO4ulg,ct_9X-gwKMs,America = eggplant <br>Britisherers= I forgot <br>Me= baigan,"America = eggplant 
Britisherers= I forgot 
Me= baigan",,True,none,0,,2023-10-14T16:42:08Z,2023-10-14T16:42:08Z,en,Constructive Criticism
70,Pooja Trivedi,https://yt3.ggpht.com/ytc/APkrFKZLoEW_yCkGX7S1YilCdPeFb4wLCsEynGsBquu7tBaZe77m2wermEyuF9u2nMr2=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCp275IMrEY-PMKsfcT0EdPw,{'value': 'UCp275IMrEY-PMKsfcT0EdPw'},UCAQg09FkoobmLquNNoO4ulg,ct_9X-gwKMs,Americans:Eggplant <br> Britishers: Aubergine <br> Le me:Then what brinjal? 🤔😅,"Americans:Eggplant 
 Britishers: Aubergine 
 Le me:Then what brinjal? 🤔😅",,True,none,0,,2023-10-14T16:34:34Z,2023-10-14T16:34:34Z,en,Questions
71,Md Khan,https://yt3.ggpht.com/ytc/APkrFKZ8WEmicveDTu8lfI326kVXhU7LVTjmZ_dLmtwqAMeXK2w5zUx1BVu-k_I_R5cl=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCnTfZfXs8aopVCzGVvI5cYQ,{'value': 'UCnTfZfXs8aopVCzGVvI5cYQ'},UCAQg09FkoobmLquNNoO4ulg,cyaKqd6wbIM,Bal shoye spaseeba,Bal shoye spaseeba,,True,none,0,,2023-10-14T16:33:06Z,2023-10-14T16:33:06Z,en,Positive Feedback
73,"OP..Gamer,,,BC",https://yt3.ggpht.com/HogW8nxGCvhjOHyhBOrjXz23t01njEMlonmQ4t_a-W8O6LkeWc7nNr794XbC8AJLugcPDORsHAg=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCyFtWiLYxxVUhy3MWSv6QgQ,{'value': 'UCyFtWiLYxxVUhy3MWSv6QgQ'},UCAQg09FkoobmLquNNoO4ulg,U4cIssgL3VE,How apply school visa,How apply school visa,,True,none,0,,2023-10-14T16:13:36Z,2023-10-14T16:13:36Z,en,Questions
74,Olworsxkisxk2821,https://yt3.ggpht.com/lXYgeyjTAQ29LSQOA6Px6uVKfgumiuGm853h86sS-_tbM6FMJnjWDDmfM38K2PgGP4LFI304x4c=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCrP26AK6bXLGgjyOUOIIFIg,{'value': 'UCrP26AK6bXLGgjyOUOIIFIg'},UCAQg09FkoobmLquNNoO4ulg,ct_9X-gwKMs,Do you spał english,Do you spał english,,True,none,0,,2023-10-14T16:12:39Z,2023-10-14T16:12:39Z,en,Questions
75,Lidia,https://yt3.ggpht.com/ytc/APkrFKaXbT5mTdPeVHzEmaDiTfiIHNCDXHhDSWAzohT1sU-iTD3OwTV2bq18oYzrmqsR=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UC2vfoIAkUup1te3nbArmfew,{'value': 'UC2vfoIAkUup1te3nbArmfew'},UCAQg09FkoobmLquNNoO4ulg,ct_9X-gwKMs,American 🇺🇸,American 🇺🇸,,True,none,0,,2023-10-14T16:12:38Z,2023-10-14T16:12:38Z,en,New Subscriber
77,anime boy,https://yt3.ggpht.com/Gy1H0wZkSHlePNrHf4kPj7guuB736b43A5J-hgU5ADoWHe8n91RCuBahjidXLr5UxRTgaXsdEA=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCRoSIteF6FS8RQuZA-1euhA,{'value': 'UCRoSIteF6FS8RQuZA-1euhA'},UCAQg09FkoobmLquNNoO4ulg,ct_9X-gwKMs,But last one was thanos🍆🍆🍆,But last one was thanos🍆🍆🍆,,True,none,0,,2023-10-14T16:07:43Z,2023-10-14T16:07:43Z,en,Positive Feedback
78,Adrija Banerjee,https://yt3.ggpht.com/ytc/APkrFKYaORGxRyN14EhKa7TQarU9LzvKWCWJToKtecoRig=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCooqONNGRx2kRp7lg8E3FlQ,{'value': 'UCooqONNGRx2kRp7lg8E3FlQ'},UCAQg09FkoobmLquNNoO4ulg,ct_9X-gwKMs,American: cookie<br>British: biscuit<br>Indian:biscut<br>in my house: bicu<br>👇,"American: cookie
British: biscuit
Indian:biscut
in my house: bicu
👇",,True,none,0,,2023-10-14T16:04:41Z,2023-10-14T16:04:41Z,en,Positive Feedback
79,TVman,https://yt3.ggpht.com/zXGcmNR6BCcQv0zUs__XLOfo4MrPkeYDk_z17FCN4hkqiMxouBYWdfTn6LMFE0FyzPL0Buuw4w=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCB8MGx6vSBK58fXfZzUfvKg,{'value': 'UCB8MGx6vSBK58fXfZzUfvKg'},UCAQg09FkoobmLquNNoO4ulg,ct_9X-gwKMs,American: Eggplant<br>British: Aubergine<br><br><br><br><br><b>Me: Di-</b>,"American: Eggplant
British: Aubergine




*Me: Di-*",,True,none,0,,2023-10-14T15:37:02Z,2023-10-14T15:37:40Z,en,Constructive Criticism
80,Delish,https://yt3.ggpht.com/k6iuHl4IZGidsu0Mh3GP5R2A-C_zb0CjmJtySISHe7XO4buJONpfQgII-gmfD3vGTFizkSOD=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCaC8zDUUMJ3NT4GcwDWoozg,{'value': 'UCaC8zDUUMJ3NT4GcwDWoozg'},UCAQg09FkoobmLquNNoO4ulg,O2bQN4JSrd8,this makes me feel worse. I don’t want to spend the rest of my life with a shitty Spanish teacher who expects me to be fluent and doesn’t even give a shit abt my mental health. im terrified of Spanish like I think i have spanish class phobia (im being serious)😞,this makes me feel worse. I don’t want to spend the rest of my life with a shitty Spanish teacher who expects me to be fluent and doesn’t even give a shit abt my mental health. im terrified of Spanish like I think i have spanish class phobia (im being serious)😞,,True,none,0,,2023-10-14T15:34:54Z,2023-10-14T15:34:54Z,en,Personal Story
81,Annapurna Murthy,https://yt3.ggpht.com/ytc/APkrFKbfN4SoVhvj_mvXPaMSRVcumg4g3hCpE5Zjnw=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCn_hbh6PIhRew4jnLcawoqg,{'value': 'UCn_hbh6PIhRew4jnLcawoqg'},UCAQg09FkoobmLquNNoO4ulg,ct_9X-gwKMs,Me who said bringal😅,Me who said bringal😅,,True,none,0,,2023-10-14T15:28:14Z,2023-10-14T15:28:14Z,en,Joking
82,Roa Ali,https://yt3.ggpht.com/301IsAYn13QEQ2Dvjcc3YuvmhxNu5xlGjMKFtWt1P_mC5C156T5uL24mJtpXCga-_hbY9ux002Q=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UChrA9XsFXvTrqIfi8zARaXg,{'value': 'UChrA9XsFXvTrqIfi8zARaXg'},UCAQg09FkoobmLquNNoO4ulg,QXVzmzhxWWc,The Homework :<br>first sentence: for 2 years      second sentence: since 2021,"The Homework :
first sentence: for 2 years      second sentence: since 2021",,True,none,0,,2023-10-14T15:24:06Z,2023-10-14T15:24:06Z,en,Timestamps
83,Spanish Time,https://yt3.ggpht.com/ytc/APkrFKZCV0nZ7qGnsK92ErQQP1veQLrZNmIZw1QF0fWaug=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCGk-QJ8Gj91uW_V-2GKOffw,{'value': 'UCGk-QJ8Gj91uW_V-2GKOffw'},UCAQg09FkoobmLquNNoO4ulg,ATuiEVOsEis,Tips to understand TV news máster Teacher please .,Tips to understand TV news máster Teacher please .,,True,none,0,,2023-10-14T15:14:37Z,2023-10-14T15:14:37Z,en,Constructive Criticism
84,Hamza Shakil,https://yt3.ggpht.com/ytc/APkrFKZZ_TtFF47X3gRP_VW8ftPsfk-HzeGSqFfv7w=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCZd0-Dm2eOqCTF-yHwYIBtQ,{'value': 'UCZd0-Dm2eOqCTF-yHwYIBtQ'},UCAQg09FkoobmLquNNoO4ulg,ct_9X-gwKMs,Americans:eggplant<br>British:aubergine <br>Me:umm it&#39;s an uhh peni,"Americans:eggplant
British:aubergine 
Me:umm it's an uhh peni",,True,none,0,,2023-10-14T15:09:21Z,2023-10-14T15:09:21Z,en,Constructive Criticism
85,Hani Day,https://yt3.ggpht.com/Du-2S8jirht2UTwVluon7qMGbih0DCRhTgtPjTFvpqB-fQCTbL4ZnXY8-7aTnqLK5WNIi--mig=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCriOebYeKwN6Db2n3yWD37A,{'value': 'UCriOebYeKwN6Db2n3yWD37A'},UCAQg09FkoobmLquNNoO4ulg,ct_9X-gwKMs,American:candy<br>British:Sweets<br>Me:lolly,"American:candy
British:Sweets
Me:lolly",,True,none,0,,2023-10-14T15:06:55Z,2023-10-14T15:06:55Z,en,Constructive Criticism
87,almazooni amv,https://yt3.ggpht.com/pelAitJSRKuYf5mSbSJBgiHlZssxkn-H0HO4pi4IB0iO0TDetV5YnD6_FWGKlCR3hHt7GZ67=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCn_xv5jvN-UnB0rgO950aPQ,{'value': 'UCn_xv5jvN-UnB0rgO950aPQ'},UCAQg09FkoobmLquNNoO4ulg,QXVzmzhxWWc,He lives in 13 long street. I&#39;m visiting my grandma at a hospital. I like traveling in a train. This is my answer.,He lives in 13 long street. I'm visiting my grandma at a hospital. I like traveling in a train. This is my answer.,,True,none,0,,2023-10-14T14:58:47Z,2023-10-14T14:58:47Z,en,Personal Story
88,JunaidGGS,https://yt3.ggpht.com/7ZIA4JnzJ4z46KjPWPB7Aw3Qpg6aiZto3M2TTVRoJLKKSL_oeIFYMU-bOrVWPDJ8ZUQ0HruXwKc=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCk95SyR30fHaNfqdppHrDQA,{'value': 'UCk95SyR30fHaNfqdppHrDQA'},UCAQg09FkoobmLquNNoO4ulg,zrY1mDAuKNY,American- pacifier <br>Australia- dummy 💀,"American- pacifier 
Australia- dummy 💀",,True,none,0,,2023-10-14T14:52:04Z,2023-10-14T14:52:04Z,en,Trolling
89,shafrizal mdnoor,https://yt3.ggpht.com/ytc/APkrFKbJ1e5Pzs0cH14LCABr75C6h0INb7KIkxo5jg=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCPgOKt0zjYJJEAI5T9QGfWQ,{'value': 'UCPgOKt0zjYJJEAI5T9QGfWQ'},UCAQg09FkoobmLquNNoO4ulg,9gV50yAz_Is,Do Moscot Lemtosh pronunciation please..Tq.,Do Moscot Lemtosh pronunciation please..Tq.,,True,none,0,,2023-10-14T14:46:25Z,2023-10-14T14:46:25Z,en,Positive Feedback
90,Jyotika Verma,https://yt3.ggpht.com/ytc/APkrFKaODZC8wULWUGwsB9FEeV4VR5m2a_FE0PC5=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCYV2j0HAFocUDzaU-0nIAeA,{'value': 'UCYV2j0HAFocUDzaU-0nIAeA'},UCAQg09FkoobmLquNNoO4ulg,lKkIBuBKaYQ,I said cash at the first one,I said cash at the first one,,True,none,1,,2023-10-14T14:40:56Z,2023-10-14T14:40:56Z,en,Constructive Criticism
91,J U N G ♡ H O S E O K ♡ OFFICIAL ,https://yt3.ggpht.com/lsEJlnZ4YwzL28AlW5PPXiIXIlfIpVQKVccVNXI3TFWrTQxOvDOhZ_ZDLI2cKGHIcKCa2biEjw=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCJyX735eEdM4HCfufKATenA,{'value': 'UCJyX735eEdM4HCfufKATenA'},UCAQg09FkoobmLquNNoO4ulg,SoUZ3wovZAs,I decided to follow this plan <br>Thank u sm 💓,"I decided to follow this plan 
Thank u sm 💓",,True,none,0,,2023-10-14T14:39:03Z,2023-10-14T14:39:03Z,en,Positive Feedback
92,Aura Aura,https://yt3.ggpht.com/ytc/APkrFKYS9yMb5jiEMj-dZjq3isPPl6D-ofr6GX__6CAYOSKs_EiVxINj7EyKcP-S40ch=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCg0_kJWq0zzPTJlm7XgBw-w,{'value': 'UCg0_kJWq0zzPTJlm7XgBw-w'},UCAQg09FkoobmLquNNoO4ulg,ct_9X-gwKMs,Indians who use both😎😎,Indians who use both😎😎,,True,none,0,,2023-10-14T14:37:34Z,2023-10-14T14:37:34Z,en,Community
93,ItsRobloxGirlxX,https://yt3.ggpht.com/q8LyaPR1m9jUppJf0xVJzWTTfUja7_JCDhN7MGdTLvP5QCgiAbo268pWtlS_Y9K9dmJSQwKijw=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCpWIxQej9zChJiFybVjs2QQ,{'value': 'UCpWIxQej9zChJiFybVjs2QQ'},UCAQg09FkoobmLquNNoO4ulg,ct_9X-gwKMs,Im 100% American,Im 100% American,,True,none,0,,2023-10-14T14:28:22Z,2023-10-14T14:28:22Z,en,Community
94,dinaya,https://yt3.ggpht.com/ytc/APkrFKZCrICeCVka4_FKkMIgIydA9_jNggl6riOcRu4CoOFzPVsJb4Z-oHr0l-h9DZ5W=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCj73B_eAhJKNwOr8nKVz8Rg,{'value': 'UCj73B_eAhJKNwOr8nKVz8Rg'},UCAQg09FkoobmLquNNoO4ulg,8t4JKCvdLNE,😂😂😂😂😂😂😂😂Go the best love you so much forever and I think it was love,😂😂😂😂😂😂😂😂Go the best love you so much forever and I think it was love,,True,none,0,,2023-10-14T14:20:36Z,2023-10-14T14:20:36Z,en,Positive Feedback
97,That dude,https://yt3.ggpht.com/oJzXKewQ9PAluwyMsni8-IsJcoTX1_Ir_pLsf6Fi--Pv1ZcmpKNVrqBvk_YVkUPg_4lIQIqvbg=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCpZG950fCtNe5u1-xzwEFaA,{'value': 'UCpZG950fCtNe5u1-xzwEFaA'},UCAQg09FkoobmLquNNoO4ulg,ct_9X-gwKMs,Brithish: abeurgene<br>American: eggplant<br>2024: penis,"Brithish: abeurgene
American: eggplant
2024: penis",,True,none,0,,2023-10-14T14:12:33Z,2023-10-14T14:12:33Z,en,Questions
99,BLOX’N’CRAFT,https://yt3.ggpht.com/vkIOhs9Q7E3XI0geNkGsnWcw4TpCfditS3JR1XaQsIQHpbnk5HgoelC9pmoDjarXE8ONbq7XX0U=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCt5BvrZx3vCmKCXIFmxvqeQ,{'value': 'UCt5BvrZx3vCmKCXIFmxvqeQ'},UCAQg09FkoobmLquNNoO4ulg,ct_9X-gwKMs,I am Indian so <br>Truck 🚛<br>Toffee 🍬 <br>Biscuit 🍪<br>Sweater 👕(my grandma calls it swater)<br>Brinjal 🍆,"I am Indian so 
Truck 🚛
Toffee 🍬 
Biscuit 🍪
Sweater 👕(my grandma calls it swater)
Brinjal 🍆",,True,none,0,,2023-10-14T13:41:25Z,2023-10-14T13:41:25Z,en,Personal Story
100,🌺maya🌺,https://yt3.ggpht.com/79j7LtRq9K_JUp2S0MifhlHzpedk3A3OM9J2wmJmvKg_eSxQfCDe-2T_yagNa4ljkPSdPFHv=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UC_WhXF4EJSdWJJZJcbU8fOg,{'value': 'UC_WhXF4EJSdWJJZJcbU8fOg'},UCAQg09FkoobmLquNNoO4ulg,ct_9X-gwKMs,In germany its 🍆aubergine,In germany its 🍆aubergine,,True,none,1,,2023-10-14T13:40:39Z,2023-10-14T13:40:39Z,en,Positive Feedback
101,Bts Army 💜,https://yt3.ggpht.com/vO3jfY4hRkbJWWaH_7dVnBCUxmKlaAGFf1YPiEMF5D45iUB6D_T3YrBDurVj0u9XDTDLDXK28t8=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCp2Nu5V-4jLJQKMj-dcFs_A,{'value': 'UCp2Nu5V-4jLJQKMj-dcFs_A'},UCAQg09FkoobmLquNNoO4ulg,BjdujZKbIaQ,American: Trash can<br>British: Dust bin<br><br><br>Meanwhile ME: Trash bin 😂😅,"American: Trash can
British: Dust bin


Meanwhile ME: Trash bin 😂😅",,True,none,0,,2023-10-14T13:40:25Z,2023-10-14T13:40:25Z,en,Joking
102,Chaz’s life,https://yt3.ggpht.com/Y7e4s4gFlyh79Z7OJsK5cq_e6rr9SJMDoV1fn4KdkeYBw-pu2OUnF4nirwf1mGw_yl3-Kq9nNw=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCSdgXlw1O0DZbGxCRZfshUQ,{'value': 'UCSdgXlw1O0DZbGxCRZfshUQ'},UCAQg09FkoobmLquNNoO4ulg,tTw2-aHcUEA,I really appreciate the way you explain clearly every object in your kitchen with a sense of fun ❤,I really appreciate the way you explain clearly every object in your kitchen with a sense of fun ❤,,True,none,0,,2023-10-14T13:33:55Z,2023-10-14T13:33:55Z,en,Positive Feedback
103,ChillLord,https://yt3.ggpht.com/J_NlR99F37_VtQTP-N7hJmG5JBt864iQFzSwThXPiwAcqJodt5ediT3Q_xCvPLg-4jPGcR8i6A=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCmIx20Vv_QmkIElQgb6Jhyw,{'value': 'UCmIx20Vv_QmkIElQgb6Jhyw'},UCAQg09FkoobmLquNNoO4ulg,ct_9X-gwKMs,With cookies and biscuit in British usually if it’s a hard biscuit it’s a biscuit but a soft one is a cookie,With cookies and biscuit in British usually if it’s a hard biscuit it’s a biscuit but a soft one is a cookie,,True,none,0,,2023-10-14T13:27:32Z,2023-10-14T13:27:44Z,en,Questions
104,@Musician Muzu,https://yt3.ggpht.com/fMrlEgAEbrmxJLL8nXQgzbBL8fNzPSCdc8zLxUNhPp_d2kSYqTXEGl-Csb3BBarFdLOH89Ri=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCUpUlO_f4iSWnR15WgisANg,{'value': 'UCUpUlO_f4iSWnR15WgisANg'},UCAQg09FkoobmLquNNoO4ulg,bUyNH0R-R2Y,"I am form 🇮🇳 and ur too distinctive  ,cordial person","I am form 🇮🇳 and ur too distinctive  ,cordial person",,True,none,0,,2023-10-14T13:25:13Z,2023-10-14T13:25:13Z,en,Positive Feedback
105,~Sam~,https://yt3.ggpht.com/vfwdkQ2EOURxSyx_RCaRefl1cl05vywxhvfYkVu8ndxCR5R17Va5LPjHk9E_nm06CApJHabDbA=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCkC0OIMbB_fJOqKTjJpLWWA,{'value': 'UCkC0OIMbB_fJOqKTjJpLWWA'},UCAQg09FkoobmLquNNoO4ulg,ct_9X-gwKMs,Ameican: eggplant <br>British: Aubergine<br>My language: Di-,"Ameican: eggplant 
British: Aubergine
My language: Di-",,True,none,0,,2023-10-14T13:15:23Z,2023-10-14T13:15:23Z,en,Constructive Criticism
106,humera yasmin,https://yt3.ggpht.com/98VYhxWdJN7TdUO4Aa9HV3Ts_DWWv_KVYZJdWQAHLexu8Adc28_3yzzGGfRjxrfySPU3IIiFcw=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UC64x4RjmCDhoN2R6yj1q6RA,{'value': 'UC64x4RjmCDhoN2R6yj1q6RA'},UCAQg09FkoobmLquNNoO4ulg,ct_9X-gwKMs,Me who said toffe,Me who said toffe,,True,none,0,,2023-10-14T13:01:55Z,2023-10-14T13:01:55Z,en,Personal Story
107,🍂Ana📚,https://yt3.ggpht.com/zp7CjT1MeQ2yef5VWdJHHzu6Ag0FdIw7RW8eRWopAixLDUBlQI00XGifoFX0PwyWvKJHq-16ztc=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCsrtpg_txqhb1im-aiwG8jg,{'value': 'UCsrtpg_txqhb1im-aiwG8jg'},UCAQg09FkoobmLquNNoO4ulg,Dnfh3EQtaWw,Croastant 😂😂😂😂,Croastant 😂😂😂😂,,True,none,0,,2023-10-14T12:55:20Z,2023-10-14T12:55:20Z,en,Joking
110,Charlotte Lax,https://yt3.ggpht.com/ytc/APkrFKbQwzv3WxGFlBK9rA5JOtaWbojOVDRHYXRpPw=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCDw51lWv0QX4rhMM9hb4rJg,{'value': 'UCDw51lWv0QX4rhMM9hb4rJg'},UCAQg09FkoobmLquNNoO4ulg,lKkIBuBKaYQ,How mean are you,How mean are you,,True,none,0,,2023-10-14T12:47:52Z,2023-10-14T12:47:52Z,en,Questions
111,Badral Jargal,https://yt3.ggpht.com/ytc/APkrFKbak4TVPX19eCGEVcOQPGKIsudPdcEVYtB9-_n_iqGKtk7zE0A6CGYJwDnVCq7Z=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCGdoesKqYtnXxuB7pJyYxBQ,{'value': 'UCGdoesKqYtnXxuB7pJyYxBQ'},UCAQg09FkoobmLquNNoO4ulg,ct_9X-gwKMs,Im from mongolia😂,Im from mongolia😂,,True,none,0,,2023-10-14T12:43:56Z,2023-10-14T12:43:56Z,en,Personal Story
113,zorain memon,https://yt3.ggpht.com/ytc/APkrFKbHL44eIHCfMpwQgMXa_o7sf1urox9aGASejg=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCoyoc1rXN4tPCEFXOS8sEYw,{'value': 'UCoyoc1rXN4tPCEFXOS8sEYw'},UCAQg09FkoobmLquNNoO4ulg,ct_9X-gwKMs,lol i speak american english :),lol i speak american english :),,True,none,0,,2023-10-14T12:35:48Z,2023-10-14T12:35:48Z,en,Joking
