,textOriginal,cluster
624,"Mine: british
Mom: british
Sister: British 
comrade: British 
Teacher: American 
soulmate: British 
Class: British
Father: British
Brother: American
Baby: British
Little Sister: American 
Big brother: American 
Grandma: British
GrandVader: british
Ex: American 
Friends: British
enemy: American 
Fans: British
Other Baby: American 
Ex Vader: American 
Ex Mom: American 
Ex sister: American 
Ex Brother: British 
Thats all",0
625,Well if you know English very well you can teach us some difficult words you know 😊,3
626,Instead of French fries fresh frois,4
627,"My mom went to the US for 3 weeks back in 2014 or so, and she was staying in the middle of NYC. She found quite a lot of downsides to her trip but when it comes to the good sides, she told me the Americans she’d met were all incredibly friendly, warm and always trying to help, even if it meant going out of their way to make your life easier.",0
628,Thank you,3
629,The lady One i qad thinking a sua thing😂,1
630,How to download the workbook??,3
631,I purchased the course maam How to get acess to the work book,3
632,"You’re right, once you have a basic command of the language, grammar is best learnt in context, by listening to speech and reading texts. Obviously choose input that is of an appropriate level, or a little bit higher. I’m English, but I cannot explain English grammar, and things like the subjunctive are a mystery to me. Often if I startbto think about a phrase I use, I realise that it doesn’t make sense except as a whole. I might do something in a piecemeal fashion. But why piecemeal? What a weird meaningless word. Or I give someone a leg up. What? I arrived in time. Why in time? I just know the meaning of in and time together.",3
633,Your thee best❣️,1
635,also bro said it was a biscuit like how i say it but it shows a chocolate chip coockie,4
636,im from british african and i know damn well we hardly say aurbergine,0
637,"In india
Lorry
Chocolate
Biscuits
Sweater
Brinjal",4
638,Teach me baby,3
642,Interesting,1
643,how much is the minimum money that needs to be shown for US visa?? could u pls clarify that??,3
645,I am both. Because I am a school kid,1
646,"Hi, I'm Atri! 😊 I'm from Iran, pursuing my PhD in Germany. I'm looking to improve my English speaking (B2 level) and would love to connect with a native English speaker. We can discuss life in Germany, culture, language, and more. 😊 I'm also open to sharing my useful experiences as an international student here.
Please reply to the comment if you are interested.",3
647,80% america 20% british,0
648,NOT ME SCREAMING CUCUMBER INSTEAD OF ZUCHINNI AND COURGETTE😂,1
650,Very recently I've been watching your channel.  This soo  terrific. Thank you so much for your explanations ❤,3
651,"American:eggplant 
British:aubergine 

Me:dick",2
654,That did not help,1
655,Ayo the last one is SUS,1
658,Is looking like she's got kidnapped in the truck for candies and cookies and she got this weather and the purple thing I don't remember it,4
659,I said the last one was pen** lol,1
660,What is the problem with use sad 2 times ham?,1
661,I'm from India BHARAT MATAKI JAI,0
662,"I never ever studied English, so I never knew how to respond to ""how did you learn English?""
IDK I JUST WOKE UP AND SPOKE ENGLISH",0
663,Pure American 😂,0
664,Pure American English,0
666,Nice question and answer keep up good work thanks for sharing ❤😂,3
669,At the last the dick is which ?,1
670,Both,1
673,Marina you rock! Love you forever,3
674,American English,0
675,team british like below,0
676,Boat boat,1
678,I found out im american.,0
679,Hi how do you do dear I have no time to message because last 3 and 4 days I was watching war between isreal and polestine day to day war has been raised,3
680,"Hi Marina, I have watched this video twice and I won't get tired of doing it.",3
682,My birthday is also March 13❤❤,1
683,"I would like to put my  aubergine in your biscuits:
     -british rizz",2
686,Me: Indonesian but only speaks English,0
687,I have mix accent of both 😂😂😂😂,0
689,"ok I speak English and flipino but I have a British accent 😂 yes and I still can't pronounce ""r"" bo-to_of-woto-",0
690,Legend says chocolate 🤣🤣,4
691,I said cucumber because I'm indian,0
693,"Indian people be like tempo,toofe,biscuut,swear,bengan",4
695,"really great video! You inspire me, thank you :D",3
696,She is my ideal.,1
697,I am both,1
698,I don't like Americans they are so gross and very suspicious I like Great Britain I love their people they are so cute,0
699,last one is a dick,1
700,American,0
701,The way I can understand both British and American English 😭😭,0
702,"Money and shoes
👇",1
704,Maine to candy ko toffee😂 bola,4
705,"why :( in :( pilliphines :( its :( 100,000 :(((",1
706,"What the heck uk What in the World chips😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂 UKs is people going to different countries and still saying chips everyone else confused like 🦲💀💀💀💀💀💀💀💀💀💀💀💀💀💀 lol
But Still saying chips what the hell bruhhhhhh uk is Among Us sus uk be like site eye and mom i want chips here u go kid be like wth this is not chips 💀💀 mom  be like... confused the end uks kid and mom",4
707,Hey girl. Thanx for the video that was helpful. About the 🐜  use cinnamon preferly if u know where they come from. If not just pute some where u see them.,3
708,Wow beautiful place,3
709,❤love you teacher 👩‍🏫,3
710,"American: Eggplant
British: Aubergine

Me: DIC-",2
711,Um is lollies one of ‘em?,1
713,"British : sweets
Ameican : candy
Me toffee",4
716,I been pronouncing it as crossy nant 😂,1
718,"American:eggplant 
British:aubergine



Me:”forgets” •_•",2
719,Just put a peg on your nose to give that nasally sounding effect and you have an American accent,0
720,I am Indian and I don't know 😅 I am from American 😂 all the word I say belongs to America English 😂😂😂😂,0
722,"American:Cookie
British:Biscuit
  
me: Biskut malay",4
723,"American : Eggplant 
Nepali english : Vyanta 😆",2
724,Who is he ☹️,1
725,I think Nepali language is too hard language in world,1
726,Do you know nepali language its too hard to learn,3
728,"Hi good morning dear how do you do here so very hot we couldn't able to tolerate hot season actually in the mean while rainy season should come but what happened to the season no rain, no cold climate too. In the mean time war also started palestian and isreal and ine more thing when it will be started 3rd world War indeed if it is started soon all essential things would be raise huge price too. So each and everyone should pray for this war should not raise and I have to share with you coming Friday something would be happend seriously both countries says, "" That like this dear I watched 45 videos about war between isreal and palestine. Now a days America said, "" That they would have been joined in the war in case America joined afterwards Russia would be join so perhaps done like this",3
729,Truth is best in any language.tell about running game,1
730,i dont want to offend you! but i suggest you dont try pronounce it in british couse im not offended but it could offend someone else! please dont make this a hate comment.,0
731,"Hi guys I don't know you but,
""I want the best for you, my friend. I'm worried that you could end up in hell if you don't turn to Allah (the only GOD)and His Messenger, Muhammad (peace be upon him)
 So let me  invite you  to Islam that  teaches that there is only one God, Allah, and that Muhammad is his last prophet.   
all you need to do is say the Shahada, which is a declaration of faith: Ashhado Anna la ilah illa ALLAH wa ana Muhammad Rassoul ALLH.
This means ""I testify that there is no god but Allah and I testify that Muhammad is the Messenger of Allah.""

learn more about Islam. Please",3
732,"I think I'm  very poor at this and absolutely need you as a Tudor or I may keel over and die.
Pretty please",3
733,Thank you❤❤❤❤,3
735,We call it sweets in america to😂😅,4
736,Lingumarina I love you,1
737,Thank you for information ❤,3
738,Great,1
739,I love you english speks,0
741,out of all of the vegetables she could've picked she chose the eggplant 💀💀💀,2
742,"Germany 🇩🇪 
1:Mika🖤
2:scarlet❤️
3:Carl💛",1
743,"Hmm, I don't understand what U teach. 
Ur explanatiin too fast, 
It look like Ure being chased by a dog.",3
744,"Knotting cool dot, sharp strings drowning , QUIZZ keys waved ....Verb stressed....Time faking hood phrases...

LEPPERS SLURPING GOLD DAY.

MAY.!!!!



NUDE MONTH....Frozzz?

Lindsay Wallet BOOK READING FLAT JOURNEYS Salary",1
745,"Knotting cool dot, sharp strings drowning , QUIZZ keys waved ....Verb stressed....Time faking hood phrases...

LEPPERS SLURPING GOLD DAY.

MAY.!!!!



NUDE MONTH....Frozzz?

Lindsay Wallet BOOK READING FLAT JOURNEYS Salary",1
746,"Knotting cool dot, sharp strings drowning , QUIZZ keys waved ....Verb stressed....Time faking hood phrases...

LEPPERS SLURPING GOLD DAY.

MAY.!!!!



NUDE MONTH....Frozzz?

Lindsay Wallet BOOK READING FLAT JOURNEYS Salary",1
747,How can I copy the link?,3
748,Why does he laugh when someone speaks English? What is the reason ? Pozdrowienia z Polski.🙂,1
749,"Marina, you don’t need to become “ like American” , be yourself.   
You are trying to assimilate into  this ignorant society, but you and your accent - it’s what make you so  so unique.  Your accent is your heritage, don’t try so hard to get rid of it.",0
752,Me: American 🇺🇸☺,0
754,im british and its not a dust bin its a bin,4
755,The last one 💀,1
756,"American: eggplant
Britain: aubergine
Russia: penis",2
757,"Thanks a lot,darling.
It was so interesting,and my level is B2.
Keep going.👍☺️
Have a wonderful time.🙋‍♀️
From Iraq
❤️🌹❤️🌹❤️🌹❤️🌹❤️",3
758,"I love your videos❤. Watching from Tehran, Iran",3
760,im a mix of both,1
761,"Me:toffee,brinjal,biscot",4
762,Love you and your material Marina.,3
764,"Im my dream school 🥰 thank you for sharing those motivating words , hopefully i will get into Stanford university in 2029 to study business ( bank business)",3
765,wow sweet voice and magical recomendation,3
766,It's pronounced obacheen ok,1
767,Does anyone know all words in an English Dictionary?,1
768,"Thank u for this video

This helped me a lot",3
770,1 cucumber 2 torchlight 3 dustbin 4 petrol bank 5 cell or  phone,1
771,Thank you,3
772,"Amazing Marina!! 👏 
What's your suggestion to how get the US visa and come to US by any other visa or case? If you can help me in this section, it would be great.  Cause I really try to come US to study and work but there are some things that don't let to go also y financial situation isn't so good and am personally looking for some full fund scholarship to get but most of them needs TOEFL, IELTS  and more. 
Am from Afghanistan and am always watching your videos and appreciate your time, hard works and amazing energy and enthusiasm that u have motivate me to learn new things and I'm so thankful ❤ 😊 
So I'll be happy if u can help me out with ur incredible experiences and suggestions plz 
Thanks a bunch ❤🌹🥰",3
773,British vocabs 🙋‍♀️,0
774,"A message to every foreigner who does not know the Palestinian issue.  I wanted to talk about it.  When the First World War broke out, the Zionist entity was hated by the Germans, so they went to Palestine because it was the most peaceful country.  Palestine welcomed them, and after a while they went to the Zionists, telling us that we want our rights, that they wanted to make their own land on Palestinian land, and the Palestinians said it.  This is our land, we cannot give it to you, so they took advantage of the fact that there were a large number of them in Palestine, so they started a war and occupied it.  I imagine that you are helping someone and leaving you and taking your land.  Try to search for Palestine.  God willing, you will benefit.  I am an Arab and I am 14 years old.  I may have a spelling error, but thank you very much.  For everyone who read my comment 🇯🇴🇵🇸❤️",3
775,The other weird thing is we say 'how are you as a greeting' but they don't actually want to hear more 😂,1
776,"American: candy           |  cookie
British: sweets               | biscuit 
 Me: toffee                       |BISCOOT",4
777,Thank you,3
778,then wat da hall is a brinjal,1
779,Thanks Mariya i have started from today,3
780,And l always suggest your channel all my friends and relatives you are really intellegent person for me❤,3
781,And l always suggest your channel all my friends and relatives you are really intellegent person for me❤,3
783,Hello and conguratulations from Uzbekistan and ald thanks you very very much❤,3
784,That  British accent was brilliant 🔥,0
790,american but the last one is brinjal,0
793,Girl I'm from Jamaica🇯🇲🇯🇲🇯🇲❤❤,0
794,According to India peaceful country compare to others nation so each and everyone should pray for war. War should be raised in future but I heard so coming Friday would be done big thing to Palestinian nation dear,3
795,Hi how do you do dear I have no chance to message you because last two days back war was started between isreal and Polesthine I think it goes like the same 3 world War will be started soonly because America also ready to support to isreal indeed if America joined in this Russia also would be joined afterwards so everyone should pray war should not be raised in the world it is more dangerous to all over world dear,3
796,Marina listen.I'm still love learning languages)Right now I only start learn Turkish so my brain enjoy.I don't know will it be useful on future🥺🥺🥺,3
798,"Idk im from malaysia so the result
: MIX",1
799,"🎯 Key Takeaways for quick navigation:
01:39 🧠 Relate new words to yourself for better memorization.
02:09 ✏️ When encountering newwords in books or movies, write down only those that relate to you or that you've heard before but still don't know.
05:11 🏠 Create a memory palace or space with flashcards to associate new words with objects or concepts, aiding memorization.
07:35 📚 Avoid translating words on flashcards; instead, write explanations in English for better long-term retention.
09:25 🧠 Use the ""90 second method"" to repeat phrases seven to nine times for improved memorization and long-term retention.
11:17 📖 Incorporate new words into stories or diary entries to practice and remember them effectively.
12:59 📝 Place post-it notes with new words on objects you see daily to reinforce your memory.
13:41 📚 Space your learning and focus on 3-5 new words a day for more effective vocabulary acquisition.",3
800,*Chocolate and brinjal left the chat*,1
801,*Brinjal left the chat*,1
802,"I had watched this video and I realized that my listening ability is not bad as i think. Basically the reason is that I do not have the right way to practise listening. Thank linguamarina, your video is extremely useful and it helps me a lot enhance my listening skills",3
803,i am american english,0
805,Thank You so much for making these videos. Because of listening to you my English accent is so good now. I don't have a lot of vocabulary but I am very happy that I now can speak English very easily.,3
806,"Le me-😅
1-truck
2-chocolate
3-biscut💀/biscuit
4-sweater
5-brinjal
Btw im an Indian
Love ur videos ❤",4
807,Recently I watched one of  your video that you have posted 2 years ago. There is a huge different in the videos and It's amazing. I love the way you are doing now in your videos😊❤.,3
808,I am nothing Frome thise,1
809,From Tanzania help me I need to learn English language,3
811,The🍆remind me the BANANA,1
812,that remind me egg doens t belong to eggplant,2
813,Hello Venya and Marina. How are you?,3
814,A wonderful video. I liked it very much. It is the best way to learn. I hope you will make more videos like this,3
816,"Unfortunately the free workbook is not available, I didn't receive it in the mail",3
817,I speak americian in a british accent,0
819,Love you🫶 the best teacher ever ❤🥰,3
820,"American: Eggplant
British: Aubergine

Me: d*ck",2
821,What’s going to happen if I speak both,1
823,i want to become a cardiologist,3
824,"Many people speak fast and I can't understand their pronunciation, you are the person who made me fall in love with English.  Thank you!",0
826,"american:candy
British: Sweets
Me: Toffee",4
827,"Indians knows what to say in brinjal 




Bengiun",1
830,"British: aubergine 😁
She : egg plant😊
Me : bringal 🙄
😅😅😅😅😅😅😅😅😅😅😅😅😅",2
832,American 🎉🎉,0
833,Well not a native speaker so I'm mixing both so i'm speaking brican pronunciation 😂😂,0
834,1000% American but my country speaks British,0
836,"Hello i'm in srilanka justin beiber name use and put sound in my ears daily life human body machine mind use find unknown man
Plz,? Nademal perera artist??
Romesh sugathapala, chamika karunarathna, dhanushka gunathilaka, dananjaya de silva
Himasha hasanthika
Can't tie a knot personal life
1999.02.16",3
837,"American: trash can
British: dustbin 
Me: Bin  💀",0
838,But in India we would say brinjal 😅,1
839,"me who said ""cash"" for the first one: ...",1
842,I have been following linguamarina since 2021,3
843,"thanks, you so much i am learning new words as i am going to take my ielts speaking test. This video is amazing and quite helpful. thanks",3
844,Actually indians say brinjal for eggplant😂😂😂😂😂😂😂,1
846,this is amazing content,3
847,I guess She is bully 😂,1
848,"After being recommended english teaching videos, I can safely say I don't know why I'm here. I speak english, it is literally my first language. Why am I watching videos that teach you to learn english??",3
849,"Such an interesting video, really enjoyed your insights:)",3
850,"Plunge, of course. My reading & listening skills r in C zone but my speaking & writing skills r on B zone.",3
851,I felt so proud at the end with “done”😁,3
852,Thanks this vedio helped me most,3
853,I’m from Orange Park and my uncle is from Jacksonville but we’re still in America in the US,0
854,I'm watching and listening your video.Thank you for helping me to improve my English.,3
856,thought I'm british💀 but I'm not lol,1
857,Anyone said bloody at the scarlet,1
859,Thank miss ❤❤ God blessed you with your family,3
860,In my opinion marina should post about a little more advanced English,3
861,I am American lol,0
862,Say “why you on my meat”,1
863,"I think I am B1 
I gave up half way",1
864,In English fabulous like.,1
865,Wats your workbook name please? I’m fluent but want to expand my vocabulary and have accent . I have Pakistani accent that I want to change. Fedup of it 😔,3
866,I am all ears,1
867,thank you so much but we wanna more videos like that please teacher,3
869,"I'm at B2 :( I thought that I was at C2 since I took your test a couple months ago and the result I got was ""advanced""
I feel disappointed",3
871,"Nononononononooooooooooo WHAT is chips. NO. Chips r chips, fr fries r fr fries. SIMPLE.",4
872,You're the best,3
873,"American-Eggplant
British-Aubergine

Me-Patëllxhan",2
875,"You 're amazing ,I'm a big fan to you please keep going",3
877,I speak both😂,1
878,"Methods in the video : feeling the touch and  the taste of the subject I’m reading. 

Me who is reading biology.",3
880,I dont know english how to learn 😢😢😢😢😢😢😢😢😢,3
881,What about those who fall in the middle 😢,1
882,"Useful video. Do native Americans also say ""he ased"" omitting the K-sound?",1
883,"Great, thanks for this amazing idea, im waiting for new dialogs! P.s. watching u from ur native country =)",3
884,"Marina, thank you for making this video. I continue to learn English well. Thanks for the advice. We learners need a teacher like you.",3
886,"American: Eggplant
English: Aubergine
Me: cucumb…. Oh fuck",2
887,Our   linguamarina can do  finger in every pie,1
888,"Marina, thank you for making this vedio. I always remember your advice for learning English. You are the best teacher I have ever known.",3
890,Another fun fact : The word “Long” is shorter than the word “Short”,1
891,"American + British + unknown english = Indians
👇 If its right",0
892,Team 🇺🇲,1
893,i m watching this from Uzbekistan. Video is so interesting and well-planned  i always watch your contents coz i really love them. also your pronunciation is clear,3
894,You know you are soo much pretty and beautiful,3
895,"I have doubts about c1 test which is ""if you will follow me...."" I thought where is ""if "", there is no ""will""...",3
896,"U Look Slay in Curly Hair Marina, You Slayed your Outfit too",1
899,"CUCUMBER, JUST USE CUCUMBER!",1
900,That was a cucumber,1
901,I m just started learning English.and I'm so comfortable Americans accent . Yes it's more easy for me😊,0
902,oh i thought it was a cucumber,1
904,My test is in three months. I need 110,3
905,Amarican English,0
906,bro me said tofee,1
907,i speak half british half american,0
908,thanks very much ❤️❤️,3
909,Indians be toffee*,4
910,"Americans : cookie 🍪
British : biscuit 🍪
But Me : Biskut 😅😂",4
911,"You are so much beautiful 😍, pretty, sweet and 9ice voices ❤️, greetings ♥️ 🙏 to you all the ways from Denmark 🙏 💖 ♥️ 🇩🇰",3
912,American ❤,0
913,"British’s; sweets
American; candy
Arabic; BIS KOOT",4
914,I have struggled with my spoken English all the time. And your video do help me a lot. And l begin to step my foot out,3
915,You're a such an exuberant Individual,1
916,Oh dear what happened to lolly and pullover 😢,1
917,"magenta what the fu- you're colour blind, or is magenta is like too pink colour? people that does this are all colour blind dùd",1
918,What is this particular model of PORSCHE... please let me know... Respect from Pakistan 🇵🇰,1
919,ohhh I thought it was di-,1
921,"Great video, trading come with a lot of benefits And
I have just bought my first house through it.
As a beginner I was scared of loosing my savings but 
I’m glad I took the bold step that is now favoring me.",3
922,I'm writing on 14th of October and this vidoe has taught me a lot.,3
923,I speak British and I am from Myanmar.,0
924,"Really helpful, I'm impressed.",3
925,I thought it was dick,1
927,Thank you so much for this amazing meditation 🙏,3
928,What the fuck last one is brinjal,1
931,American ❤,0
932,Thanks,3
933,Your Russian Accent just Slayed at the first place!!!!,0
934,That intro is really cheesy 😂,3
936,British,0
937,"Marina, You SLAY, ( Actually )",1
938,"Your Vlogs are FIRE, ( Actually )",1
939,"Your Dress is SNATCHED, ( Actually )",1
940,"Marina, This video is a GOAT, ( Actually ),",1
942,"Marina,  This is a *Top-notch* Video, ( Actually ),",3
944,Holy sheesh that knock knock sounds so deep British,0
945,For me learning foreign languages is an obligation because our prophet Mohamed peace be upon him said that who learns a people's language he will be in safe from thier evil and harm,3
947,"American: Eggplant
British: Aubergine

Indians: Aienn? Baigan 💀",2
948,What is erm?🤔,1
949,"me: ""money!, wth- lets try again.. truck! oh thank goodness... shoe! WHAT IN THE- ok.. BANDAID! what is great britan and America doing to us? I'm glad britttish understands at some point.. CHIPS! oh yeah""",4
950,"How many languages do you know?
How do you find time to learn so many languages?",3
952,Thanks a lot for sharing,3
955,Thank you but my speaking doesn't improve,3
956,"I am from India and your video gonna help all those peoples who are really passionate to learn English language, me also 😅 so I want to say thank you so much for everything ❤",3
957,"Hi! I am Hamza Mehmood. I have experience in graphic designing and computer networking. I can provide you:
Thumbnail designs
Logo design
Video editing
Image editing
I can make thumbnail for your video in Free🤗.",3
958,"Hi! I am Hamza Mehmood. I have experience in graphic designing and computer networking. I can provide you:
Thumbnail designs
Logo design
Video editing
Image editing
I can make thumbnail for your video in Free🤗.",3
960,Welcome ❤ hopefully u stay permanently!🇺🇸,3
963,Why does she make us brits look posh,0
964,Corn is corn,1
965,Nice narrative. You are lovely. ❤,3
966,Nive narrative. You are lovely. ❤,3
969,"hi maam marina, im leonel from phillippines. i started downloading your video specially your english grammar lesson and i learned a lot from it. im still shy to speaking english language  because no one appriciate me here in my local bario. hope you keep making long vedio about english. i making your vedio as my radio to listen every morning while im doing my house choir. i want to send myself to english school to learn english but i dont have money to afford expensive tuition fees. but when i wacth your vedio myself started to dream again to learn in english. thank you for your effort to download vedio like this. this mking me hope to learn english for  free. today is october 09 2023. the day when i found like you teaching is for free.",3
971,Yes all these words. British English without any accent,0
975,Yes i fund it's very important to learn english,3
977,"You ask in AmE, she answers in BrE",1
978,Ik what u were gonna say at first on the last one ☻,1
979,As an Aussie everything she said was correct EXCEPT jocks it’s not jocks but it’s undies. But she might live in a area that says jocks,1
980,when you said smart phone.,1
981,"American English: eggplant 
British English: aubergine
Indian English: brinjal",2
983,Still didn't hear an Australian,0
984,you are really prity girl i have ever seen.,3
985,My test is in exactly a week and I need to score 98+ on the exam! 😅,3
986,"Task with answer,, aside,, is it possible to change on ,, out ,, ?",3
987,Hope you enjoy America 🇺🇸 dont try changing it though 😉,0
988,"Marina, your content is a sight for sore eyes 👍👍👍 Thank you so much for your positivity, energy, smile and great mood. Indeed, now is the time of artificial intelligence and whoever learns how to use it first will be at the top 😉😉😉",3
990,"American : Eggplant
British : Aubergine

Me: Di-",2
991,"Hahaha.  Im American and I’m really quiet at restaurants .  Im not sure where she was around loud people , maybe in a place w loud music?",0
992,my accent is like a jam,0
993,"Hey everyone! My name is Shivesh. I am an Upper intermediate to Advanced English learner and I live in India. I have been studying English for a few years, but now I really want to get a better job. So, I need to improve my English. I am looking for a speaking partner to practice with two times a week. I can meet via Google meet, Zoom, or WhatsApp. Would anyone like to practice with me and improve their English too?",3
994,"Anerican : candy 
Brotish : sweets 
Bhartiya people : toffee",4
995,Russuia is sucks(,1
996,As a british a plain biscut is called biscut a chocolate chip cookie is a cookie,4
997,The plan is not available I tried to send many emails !,3
998,"You are not even an English teacher. 
How can you record a video like that?",3
999,Bro why are people making money off of teaching us only 3 words and calling it a day this women has free time hub,1
