authorDisplayName,authorProfileImageUrl,authorChannelUrl,authorChannelId,channelId,videoId,textDisplay,textOriginal,parentId,canRate,viewerRating,likeCount,moderationStatus,publishedAt,updatedAt
Dhruv,https://yt3.ggpht.com/3C8uCAGQ-2Zj0lN4uw4Kyxy0fLfen8D2z3HQ4lZEB8aFgo4Gsx-y8uJdCbJLR2jcTWoutzka=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCTESCX4cfjO2lWi-tVygApg,{'value': 'UCTESCX4cfjO2lWi-tVygApg'},UCAQg09FkoobmLquNNoO4ulg,ct_9X-gwKMs,I speak hindi,I speak hindi,,True,none,0,,2023-10-13T16:56:11Z,2023-10-13T16:56:11Z
Usha Roy,https://yt3.ggpht.com/ytc/APkrFKaPhpr5hDiynMnOxdeZ9ZLqzyZAMrH4GI5MmBiZPOdlC62b7nR1uVcUQpBvNB3g=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCH8Plg6Q6Za9z0KLKsK4dJw,{'value': 'UCH8Plg6Q6Za9z0KLKsK4dJw'},UCAQg09FkoobmLquNNoO4ulg,SepWvHhfigc,May I get the pdf link of this book?,May I get the pdf link of this book?,,True,none,0,,2023-10-13T16:54:52Z,2023-10-13T16:54:52Z
FaZe Pearl,https://yt3.ggpht.com/ytc/APkrFKZGMKkJtT_XNNDMVFgJGlKjkLEnn9KOYXQywdWu=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCdbOyoZsKA6uwqJO0Kmo0cA,{'value': 'UCdbOyoZsKA6uwqJO0Kmo0cA'},UCAQg09FkoobmLquNNoO4ulg,ct_9X-gwKMs,I have an Australian accent so I say sweeta not sweeterrrr,I have an Australian accent so I say sweeta not sweeterrrr,,True,none,0,,2023-10-13T16:51:50Z,2023-10-13T16:51:50Z
CoolMix TV,https://yt3.ggpht.com/wfjs4L_8PwiKtBVI2KUiQx33ayZnwnXxtTC1-8YqB8F3ChWsOOHvoV7nYdaVewr-CBgeDQhnZzg=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCL38w0ISrH1NxrJqxM-Dl-g,{'value': 'UCL38w0ISrH1NxrJqxM-Dl-g'},UCAQg09FkoobmLquNNoO4ulg,ct_9X-gwKMs,ahh so cringe thats not a biscuit<br>we also call that cookie...,"ahh so cringe thats not a biscuit
we also call that cookie...",,True,none,0,,2023-10-13T16:47:55Z,2023-10-13T16:47:55Z
Emily Ramnanan,https://yt3.ggpht.com/sP5UkNdVWYDB5-PcBvZP7bIodFUkAO5utnAnhkPkUdgZGvLVKjTZo54HMGsueFf9KZWYa0L8TnI=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCXP1eyei7T5abNS5FJJW98w,{'value': 'UCXP1eyei7T5abNS5FJJW98w'},UCAQg09FkoobmLquNNoO4ulg,ct_9X-gwKMs,American: eggplant<br>British: aubergine<br>And me: bigan,"American: eggplant
British: aubergine
And me: bigan",,True,none,0,,2023-10-13T16:43:02Z,2023-10-13T16:43:02Z
Nathan Ordonez,https://yt3.ggpht.com/e1jHd5xNdEJIOqgKnqP9iLF7rP1J6S8zM2gMT8EUat44QWCV4KNbzltDl2n5F4m7VQ1Ti3WD_V4=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCVWaflxpK4Hn4IBmV55PSVw,{'value': 'UCVWaflxpK4Hn4IBmV55PSVw'},UCAQg09FkoobmLquNNoO4ulg,-NyEFcN_Gg0,😢,😢,,True,none,0,,2023-10-13T16:42:45Z,2023-10-13T16:42:45Z
Nathan Ordonez,https://yt3.ggpht.com/e1jHd5xNdEJIOqgKnqP9iLF7rP1J6S8zM2gMT8EUat44QWCV4KNbzltDl2n5F4m7VQ1Ti3WD_V4=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCVWaflxpK4Hn4IBmV55PSVw,{'value': 'UCVWaflxpK4Hn4IBmV55PSVw'},UCAQg09FkoobmLquNNoO4ulg,-NyEFcN_Gg0,It&#39;s kind of hard,It's kind of hard,,True,none,0,,2023-10-13T16:42:25Z,2023-10-13T16:42:25Z
🥦izuku midoriya🥦(the meme),https://yt3.ggpht.com/rqWb29O1ve2jvWof4OypW88kwjppxdFFI5Q8kId9OvwqLproYktOOTr0ddjTMhfX48gZ9-kIwfY=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCHf_0GEZa31KOxV1p3tLw4w,{'value': 'UCHf_0GEZa31KOxV1p3tLw4w'},UCAQg09FkoobmLquNNoO4ulg,ct_9X-gwKMs,Thats not a biscuit thats a cookie<br>We dont call bicuits and cookies both biscuits,"Thats not a biscuit thats a cookie
We dont call bicuits and cookies both biscuits",,True,none,0,,2023-10-13T16:38:28Z,2023-10-13T16:38:28Z
A Aa,https://yt3.ggpht.com/ytc/APkrFKaqLqbj7Y-QX-qu0WBiXcsyEgBoZ5sHZpLrjQ=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCPqP9_3HsVWjiZ8WiTGLklQ,{'value': 'UCPqP9_3HsVWjiZ8WiTGLklQ'},UCAQg09FkoobmLquNNoO4ulg,FHRt8jcuNKY,"Hey Marina, i am from Türkiye.","Hey Marina, i am from Türkiye.",,True,none,0,,2023-10-13T16:36:38Z,2023-10-13T16:36:38Z
bengt_axle,https://yt3.ggpht.com/ytc/APkrFKaJbA40tRbut_6EYkQVz1JZ8ixyPDiYHcBE-A=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UC7D6eYGRDq8dgvKooN6Zw1A,{'value': 'UC7D6eYGRDq8dgvKooN6Zw1A'},UCAQg09FkoobmLquNNoO4ulg,Dnfh3EQtaWw,"In California it is called, &quot;CRAHW-SAWNT.&quot;","In California it is called, ""CRAHW-SAWNT.""",,True,none,0,,2023-10-13T16:29:04Z,2023-10-13T16:29:04Z
sera siji,https://yt3.ggpht.com/v7hDjD51N14BsknEfUHFPGcFCWAFjnydWI0DzWU9-7yP8eInfjAr3qkYmz9nRsrvir7587e4=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCAfXZyVVdjn_Al7BZrQQfwQ,{'value': 'UCAfXZyVVdjn_Al7BZrQQfwQ'},UCAQg09FkoobmLquNNoO4ulg,ct_9X-gwKMs,"we all thougt it would be, yk wht","we all thougt it would be, yk wht",,True,none,0,,2023-10-13T16:27:27Z,2023-10-13T16:27:27Z
Jay Mokkarala,https://yt3.ggpht.com/ytc/APkrFKaL4Bty3MUC9839l0U7TNwRtEqpJZ2e-0T_bqw_wA=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCQoNSC-wym5okhPAHmL6FAA,{'value': 'UCQoNSC-wym5okhPAHmL6FAA'},UCAQg09FkoobmLquNNoO4ulg,ct_9X-gwKMs,british is not a language you are speaking woerd english,british is not a language you are speaking woerd english,,True,none,0,,2023-10-13T16:22:25Z,2023-10-13T16:22:25Z
boom squad,https://yt3.ggpht.com/tc1hO_roVO6OFfEWS5DnoNEqeWE0oEDCZ2xKOTOr4_00gPbD5Axm1mSpLFbuTX4NQE7a_PUC=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCYsyfxY9ICPDVytzNbpgIQg,{'value': 'UCYsyfxY9ICPDVytzNbpgIQg'},UCAQg09FkoobmLquNNoO4ulg,ct_9X-gwKMs,The kid who is internet addicted<br><br><br>First one FAT <br><br>Second one TAM POT<br><br>Third one cookie<br><br>Fourth one SWEAT<br><br>Last one DIC-,"The kid who is internet addicted


First one FAT 

Second one TAM POT

Third one cookie

Fourth one SWEAT

Last one DIC-",,True,none,0,,2023-10-13T16:18:00Z,2023-10-13T16:18:00Z
aswathamma n,https://yt3.ggpht.com/ytc/APkrFKbnAwE5pyRZQ52iyWFkWLk5RiFftFMysPiQAA=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCOkch5mDL_lJx5ARcFtrYeA,{'value': 'UCOkch5mDL_lJx5ARcFtrYeA'},UCAQg09FkoobmLquNNoO4ulg,ct_9X-gwKMs,Nope Indian English,Nope Indian English,,True,none,0,,2023-10-13T16:17:48Z,2023-10-13T16:17:48Z
Patriphone l. Vaic,https://yt3.ggpht.com/ytc/APkrFKZXIhhHYsHiuJNAw1Z59bTwOSYA7FoF81msNA=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCN44IAeDQJgMasiXIP3rL9A,{'value': 'UCN44IAeDQJgMasiXIP3rL9A'},UCAQg09FkoobmLquNNoO4ulg,BjdujZKbIaQ,🇱🇹,🇱🇹,,True,none,0,,2023-10-13T16:14:30Z,2023-10-13T16:14:30Z
nayansnehal bhosale,https://yt3.ggpht.com/ytc/APkrFKabYOfW-i7UzCNLsj9qcgMwMiHwWlT1-OwvDrhKT1T4t8Nk556ULfmzmVSRNhPt=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCSOmisxlsrwsnAgMvvVe7jA,{'value': 'UCSOmisxlsrwsnAgMvvVe7jA'},UCAQg09FkoobmLquNNoO4ulg,ct_9X-gwKMs,INDIAN people have mixed english  british/ american,INDIAN people have mixed english  british/ american,,True,none,0,,2023-10-13T16:05:26Z,2023-10-13T16:05:26Z
TediNN,https://yt3.ggpht.com/PtWjMlBXdy3BrrUrB-N1lExiXbSDlvUezeqFcGMlUkrRwy_bOubu-1mnayDHttMU_ylCl3gCDQ=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCKRVDgAG-NtJXQFlRfh5uOQ,{'value': 'UCKRVDgAG-NtJXQFlRfh5uOQ'},UCAQg09FkoobmLquNNoO4ulg,ct_9X-gwKMs,English ofc,English ofc,,True,none,0,,2023-10-13T16:02:08Z,2023-10-13T16:02:08Z
Jan Mankowski,https://yt3.ggpht.com/ytc/APkrFKZ5YLe4nvhhtrFacP1SZWD8Kx33CvuPrSHMe1sRB_gDWNCJR4OBGEZCdOnxx2jo=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCfOyE3BECJI_SoPpHzJLrZw,{'value': 'UCfOyE3BECJI_SoPpHzJLrZw'},UCAQg09FkoobmLquNNoO4ulg,ct_9X-gwKMs,American eggplant <br>Britiah au ergine <br>Me: d*ck,"American eggplant 
Britiah au ergine 
Me: d*ck",,True,none,0,,2023-10-13T15:59:26Z,2023-10-13T15:59:26Z
Jao Kummala,https://yt3.ggpht.com/ytc/APkrFKbaKCrf1tMD0NkOfESnnXacnEKxfZ8a6spRnG3kkw=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UC0eEHG3EKpD7yUylczVXd9g,{'value': 'UC0eEHG3EKpD7yUylczVXd9g'},UCAQg09FkoobmLquNNoO4ulg,ct_9X-gwKMs,BOH😅❤😊,BOH😅❤😊,,True,none,0,,2023-10-13T15:56:59Z,2023-10-13T15:56:59Z
Tortilia Shmortilia,https://yt3.ggpht.com/ytc/APkrFKYQ7NZWCicuKNI9KbOeK_zgvH5208EXaplsZbhmqE2eCuhcrYNNunz_gFQkH8nB=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UC_1F6SqjFfhRYYPJonRfzgg,{'value': 'UC_1F6SqjFfhRYYPJonRfzgg'},UCAQg09FkoobmLquNNoO4ulg,BjdujZKbIaQ,🇬🇪🇬🇪🇬🇪🌈💖♥️💞,🇬🇪🇬🇪🇬🇪🌈💖♥️💞,,True,none,0,,2023-10-13T15:51:27Z,2023-10-13T15:51:27Z
Golden's cute Vlogs,https://yt3.ggpht.com/gQqhccEcKl43WofBPvIEYabARzRLZXW-M0ObqFe-VvAqUoFUjC4mvTPIdHA4gOzy75a-1m9sMbI=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCk_HCoDo6hh-JGtMs_gys7Q,{'value': 'UCk_HCoDo6hh-JGtMs_gys7Q'},UCAQg09FkoobmLquNNoO4ulg,ct_9X-gwKMs,American English,American English,,True,none,0,,2023-10-13T15:47:21Z,2023-10-13T15:47:21Z
Renuka Subramaniyan,https://yt3.ggpht.com/ytc/APkrFKYdPBl47cioxmT1cDIGQFbyVLBgRp2oTZksG0BbLA=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCD5lfHNMGqq9xksAP9Bsq2Q,{'value': 'UCD5lfHNMGqq9xksAP9Bsq2Q'},UCAQg09FkoobmLquNNoO4ulg,7og3c1WleZY,A1,A1,,True,none,0,,2023-10-13T15:45:16Z,2023-10-13T15:45:16Z
Stellan_Logue,https://yt3.ggpht.com/NdoMadRO8K07q6FH-lUTaYVaIK_p_vjXBAZnezBnJyBsbQOR0ybT-EUjE2QEAkWDQmuc5vgdcY8=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UC3HrZmjODHcWYmBLJcecvJA,{'value': 'UC3HrZmjODHcWYmBLJcecvJA'},UCAQg09FkoobmLquNNoO4ulg,909aBoOBQ3s,"Thank you so much Marina for this video.<br>In this i leaned few things like try to think in English without translating from your mother tongue.<br>Talk to people in English.<br>Name the objects every day to <br>see.<br>Talk to yourself in English without thinking about others.<br>Try to follow one person, watch his or her content videos daily.<br>Make a videos of you talking in English.<br>And lot more 🙏🙏","Thank you so much Marina for this video.
In this i leaned few things like try to think in English without translating from your mother tongue.
Talk to people in English.
Name the objects every day to 
see.
Talk to yourself in English without thinking about others.
Try to follow one person, watch his or her content videos daily.
Make a videos of you talking in English.
And lot more 🙏🙏",,True,none,0,,2023-10-13T15:40:44Z,2023-10-13T15:40:44Z
Yassin El Sayed,https://yt3.ggpht.com/ytc/APkrFKYSRzd14s4FkZuFSrZON9Yny_E07D40b-IMUw=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCgBRjd_G6bP726cPZDPbh0w,{'value': 'UCgBRjd_G6bP726cPZDPbh0w'},UCAQg09FkoobmLquNNoO4ulg,BjdujZKbIaQ,🇺🇲🇺🇲🇺🇲🇺🇲🇺🇲🇺🇲🇺🇲🇺🇲🇺🇲🇺🇲🇺🇲🇺🇲🇺🇲🇺🇲🇺🇲,🇺🇲🇺🇲🇺🇲🇺🇲🇺🇲🇺🇲🇺🇲🇺🇲🇺🇲🇺🇲🇺🇲🇺🇲🇺🇲🇺🇲🇺🇲,,True,none,1,,2023-10-13T15:36:17Z,2023-10-13T15:36:17Z
Музыкальный Чебупель,https://yt3.ggpht.com/wukpWHs1b2mQMQudSVgFfFhzPC4EUzckMyn83HmS7z_mM9dVTLwuNbEUkuI6XE-5m8yJVgzS9Hk=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCB1Qr2NT4r7GmFFNqxbEzgQ,{'value': 'UCB1Qr2NT4r7GmFFNqxbEzgQ'},UCAQg09FkoobmLquNNoO4ulg,ct_9X-gwKMs,I&#39;m 100% American,I'm 100% American,,True,none,0,,2023-10-13T15:30:06Z,2023-10-13T15:30:06Z
НАСТОЯЩИЙ ТИК,https://yt3.ggpht.com/ytc/APkrFKapj2c7ksTwGkVFl4YedX2EeB4-eRty7yoJwILf=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCFp4CmFYsYjg75Mv26tukyw,{'value': 'UCFp4CmFYsYjg75Mv26tukyw'},UCAQg09FkoobmLquNNoO4ulg,ct_9X-gwKMs,так я на русском говорю,так я на русском говорю,,True,none,0,,2023-10-13T15:24:53Z,2023-10-13T15:24:53Z
Dawggy,https://yt3.ggpht.com/wHZITV6CeCAIcb_pzA-32siIJ8bhcKufiAbsLFjpN9RwavSgtq5HdtQOQy097wiCS3MvSUepMQ=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UC_TGVWF6WM83GQZp_VsKjvg,{'value': 'UC_TGVWF6WM83GQZp_VsKjvg'},UCAQg09FkoobmLquNNoO4ulg,BjdujZKbIaQ,Le me<br><br>🥒 - Cumuber<br>🔦 - Torch<br>🗑️ - Dust bin<br>⛽ - Petrol bunk<br>📱 - Phone,"Le me

🥒 - Cumuber
🔦 - Torch
🗑️ - Dust bin
⛽ - Petrol bunk
📱 - Phone",,True,none,0,,2023-10-13T15:16:23Z,2023-10-13T15:16:23Z
Rob McCurdy,https://yt3.ggpht.com/ytc/APkrFKZfrswIklsUMCC56qSHak_1ybzGU3J3AeC06A=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCVPX7L6EzsP__Oe-B_hRnLQ,{'value': 'UCVPX7L6EzsP__Oe-B_hRnLQ'},UCAQg09FkoobmLquNNoO4ulg,zrY1mDAuKNY,No<br>Naghr,"No
Naghr",,True,none,0,,2023-10-13T15:15:55Z,2023-10-13T15:15:55Z
Varsha P,https://yt3.ggpht.com/ytc/APkrFKZfC6SvunsRm3_SMBK8SEBEn2B3p7_pLhTswhWfOa3bd0edGpvOFFtfIzXgjtmQ=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCZfVug3KkmDdx7LJGnqxRTw,{'value': 'UCZfVug3KkmDdx7LJGnqxRTw'},UCAQg09FkoobmLquNNoO4ulg,G0EeUW0-9gw,"Hi dear how do you do I was very busy so that I couldn&#39;t able to watched your channel one nice friend too askec with me what&#39;s up me. More overi listened lot of channel which British accent is good my vote is only for British accent. In case in future if I born in the world I should born in British only because of which is best ancient language (accent) known. As for I know American is the peep through guys  why am I saying this from the last 10 days war has been started in the mean while American president said, &quot; That war should be raised because who is gathering all over 40 countries in the world indeed if started like this 3rd world War will be raised so that I pray should not raised the war again so everyone should pray with God as this  dear❤","Hi dear how do you do I was very busy so that I couldn't able to watched your channel one nice friend too askec with me what's up me. More overi listened lot of channel which British accent is good my vote is only for British accent. In case in future if I born in the world I should born in British only because of which is best ancient language (accent) known. As for I know American is the peep through guys  why am I saying this from the last 10 days war has been started in the mean while American president said, "" That war should be raised because who is gathering all over 40 countries in the world indeed if started like this 3rd world War will be raised so that I pray should not raised the war again so everyone should pray with God as this  dear❤",,True,none,0,,2023-10-13T14:57:34Z,2023-10-13T14:57:34Z
KARA MODA,https://yt3.ggpht.com/1jgiGz9LTz_d7D2iq0KqSLrjDOgVQViu8YSGhRImI1qHwcBwV29bXh-1eLa6zcMI_eWNo0HAcw=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCIQf7Yh6mjalYdTeOmfRbGA,{'value': 'UCIQf7Yh6mjalYdTeOmfRbGA'},UCAQg09FkoobmLquNNoO4ulg,ct_9X-gwKMs,Im british,Im british,,True,none,0,,2023-10-13T14:54:44Z,2023-10-13T14:54:44Z
o,https://yt3.ggpht.com/xdcp6mixfj_gHBSW8EXntc2j4qRSm_Bxlt_GdsUj1kxjmAuI4ybYKCrK9zXEkeg1e2zYGwMtAg=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCdE-HxQsvrcydFbzdcKkD5w,{'value': 'UCdE-HxQsvrcydFbzdcKkD5w'},UCAQg09FkoobmLquNNoO4ulg,ct_9X-gwKMs,Why did i hear &quot; a virgin &quot;,"Why did i hear "" a virgin """,,True,none,0,,2023-10-13T14:51:09Z,2023-10-13T14:51:09Z
Emily Cunningham,https://yt3.ggpht.com/ytc/APkrFKbtmJegy-oiClKyUBrKpBqv7Ctf2uU8Jnp24xxhh8PQ1Xf_DpRwmhbSNmSuZtly=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UC9WCtHdQcr8Dfu9GMOlv4rA,{'value': 'UC9WCtHdQcr8Dfu9GMOlv4rA'},UCAQg09FkoobmLquNNoO4ulg,ct_9X-gwKMs,I speak English😅 but kinda I say sweets or candy lol ❤,I speak English😅 but kinda I say sweets or candy lol ❤,,True,none,0,,2023-10-13T14:49:29Z,2023-10-13T14:49:29Z
krc mrudul madhurya,https://yt3.ggpht.com/ytc/APkrFKaoNYf6Fffistx2W1MnGHf5nJutYS5Z1mg_F7NMlwjaGtsE7bnBBMLsMnpV8eUp=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCKQOWX9P1hi9rEU8POWMsxA,{'value': 'UCKQOWX9P1hi9rEU8POWMsxA'},UCAQg09FkoobmLquNNoO4ulg,ct_9X-gwKMs,I say brinjal instead of aubergine and eggplant,I say brinjal instead of aubergine and eggplant,,True,none,0,,2023-10-13T14:46:22Z,2023-10-13T14:46:22Z
komal patel,https://yt3.ggpht.com/ytc/APkrFKZj-dfqskWFg_pVnzt6L3A1WDxnXKzgkU4lE8_g4iw=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCQFriicHwNNRXR1fFYDMTyg,{'value': 'UCQFriicHwNNRXR1fFYDMTyg'},UCAQg09FkoobmLquNNoO4ulg,BjdujZKbIaQ,I&#39;m un india and say british,I'm un india and say british,,True,none,0,,2023-10-13T14:39:56Z,2023-10-13T14:39:56Z
Ella,https://yt3.ggpht.com/tJ3A_gdF3TCPRPt3ULHq-Cy_jKietRmsTlYEnWS2WDCnT_ciJIIuBeS8NTv49ov0-xIBo1vzgwg=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCcfLlkVzoyLLAhpjzfoQA2g,{'value': 'UCcfLlkVzoyLLAhpjzfoQA2g'},UCAQg09FkoobmLquNNoO4ulg,ct_9X-gwKMs,American:eggplant <br>British:aubergine <br>Me: is that a di**,"American:eggplant 
British:aubergine 
Me: is that a di**",,True,none,1,,2023-10-13T14:39:25Z,2023-10-13T14:39:25Z
Zamzuri Othman,https://yt3.ggpht.com/ytc/APkrFKaVAkBkk_9En0npOauLBc1DTgN7yrX0hEz0Df38NamArBpqKu-rhI3Fe0PmKHy-=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCBPT8JIfVcoV78ySbOYsSgw,{'value': 'UCBPT8JIfVcoV78ySbOYsSgw'},UCAQg09FkoobmLquNNoO4ulg,ct_9X-gwKMs,Dic-,Dic-,,True,none,0,,2023-10-13T14:28:45Z,2023-10-13T14:28:45Z
0wn3r_Kah,https://yt3.ggpht.com/Nn_9IyN_Ey-XLo90lyDLshr0wJ39LJT04uPCWGnGwNtfp-LUvftYzHSNVsafLY-QSh6KuJ9DVQ=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UC4L2w68GffiX24O2uqp-Ykg,{'value': 'UC4L2w68GffiX24O2uqp-Ykg'},UCAQg09FkoobmLquNNoO4ulg,ct_9X-gwKMs,💀💀,💀💀,,True,none,0,,2023-10-13T14:16:37Z,2023-10-13T14:16:37Z
Nasri Rinu,https://yt3.ggpht.com/ytc/APkrFKbG-AIjLbuRrspKfGcDFSF5tC1q-i3JBUcSXiJ3g0fdu8iyIFFHhllzPIMTg9PO=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCmXNaHyKVv12EATnSwtCrDA,{'value': 'UCmXNaHyKVv12EATnSwtCrDA'},UCAQg09FkoobmLquNNoO4ulg,KkJVd9pf_HQ,Really fascinating video......... Happy for this video.  ... Futhermore you helped me a lot,Really fascinating video......... Happy for this video.  ... Futhermore you helped me a lot,,True,none,1,,2023-10-13T14:16:14Z,2023-10-13T14:16:14Z
prabhuz143,https://yt3.ggpht.com/x_0yTICn7QKqPf1DDueCN9znXEoMy3qWpqAw3Cp_0wnOPZvpUgS18xkXqXmkwR5AXXIVGilt9Q=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UC9JNZJV4JiYNq6w1jRPR-Dg,{'value': 'UC9JNZJV4JiYNq6w1jRPR-Dg'},UCAQg09FkoobmLquNNoO4ulg,ct_9X-gwKMs,I’m India,I’m India,,True,none,0,,2023-10-13T14:13:11Z,2023-10-13T14:13:11Z
Tia Newington,https://yt3.ggpht.com/KR_VQk-ZFnyRcweGHXkywizl2doEv8NJGJ-QBofr14Wj9AIZDRTYEoV8MPdsqyeP-5E2gYR-sw=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCKbeHYOkD2etBXUn01bHuNQ,{'value': 'UCKbeHYOkD2etBXUn01bHuNQ'},UCAQg09FkoobmLquNNoO4ulg,ct_9X-gwKMs,Why does everyone think that people from the UK say biscuit we only say biscuit if it’s a biscuit we say cookie like everyone else if it’s a normal cookie i’m just sick of hearing this,Why does everyone think that people from the UK say biscuit we only say biscuit if it’s a biscuit we say cookie like everyone else if it’s a normal cookie i’m just sick of hearing this,,True,none,0,,2023-10-13T14:11:39Z,2023-10-13T14:11:39Z
MRizky Faturahman,https://yt3.ggpht.com/ytc/APkrFKZunW_zVvjaOwMGFYvfYydhzhZV7oIHPG82JA=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UC_ON6xjVMf-mq7bOJ2FQbsw,{'value': 'UC_ON6xjVMf-mq7bOJ2FQbsw'},UCAQg09FkoobmLquNNoO4ulg,BjdujZKbIaQ,American= zucckini<br>British=courgette<br>Me=cucumber,"American= zucckini
British=courgette
Me=cucumber",,True,none,0,,2023-10-13T14:08:02Z,2023-10-13T14:08:02Z
MISTAAAAAA,https://yt3.ggpht.com/aM-Pyfdb7Wsc1TDczg3JTcrjTQZFepH_26NKrEfwU7k_JOspbeuxKvdANRhmnnMjWT49YS8Mvw=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UC255X9BhUO5BSG7rCo-srtA,{'value': 'UC255X9BhUO5BSG7rCo-srtA'},UCAQg09FkoobmLquNNoO4ulg,l1MtXAWvw5s,How should people know about a town in the uk when most people around me think of Europe as a country,How should people know about a town in the uk when most people around me think of Europe as a country,,True,none,0,,2023-10-13T14:05:08Z,2023-10-13T14:05:08Z
Nasri Rinu,https://yt3.ggpht.com/ytc/APkrFKbG-AIjLbuRrspKfGcDFSF5tC1q-i3JBUcSXiJ3g0fdu8iyIFFHhllzPIMTg9PO=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCmXNaHyKVv12EATnSwtCrDA,{'value': 'UCmXNaHyKVv12EATnSwtCrDA'},UCAQg09FkoobmLquNNoO4ulg,O6T1DCB8iz8,Hi your video is significantly mesmerizing moreover i adore it...... Thank you,Hi your video is significantly mesmerizing moreover i adore it...... Thank you,,True,none,1,,2023-10-13T14:04:13Z,2023-10-13T14:04:13Z
João paulo,https://yt3.ggpht.com/BUEnQyt29nl60DK4fB4xyE8AoEk8C5Bm75Dv_lxLZBFesSdquWXox4G7iZRx_bUUHik_7xjb=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCATUSA9mo2d_3pRav3cAmlQ,{'value': 'UCATUSA9mo2d_3pRav3cAmlQ'},UCAQg09FkoobmLquNNoO4ulg,Y-IKnHsBbcA,Thank you,Thank you,,True,none,0,,2023-10-13T13:58:33Z,2023-10-13T13:58:33Z
Myrna Alvarez,https://yt3.ggpht.com/ytc/APkrFKbrqJKaQPzCyr1sZiJLMGM4vJsWrkdNR5SPmQ=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UC6nyzwIkkrRZ23Ou5Kzj7Kw,{'value': 'UC6nyzwIkkrRZ23Ou5Kzj7Kw'},UCAQg09FkoobmLquNNoO4ulg,BjdujZKbIaQ,ㄚ乇丂 丨&#39;爪  卂爪乇尺丨匚卂 卂几ᗪ 乃尺卂乙ㄥ丨,ㄚ乇丂 丨'爪  卂爪乇尺丨匚卂 卂几ᗪ 乃尺卂乙ㄥ丨,,True,none,0,,2023-10-13T13:56:14Z,2023-10-13T13:56:14Z
