,textOriginal,cluster,pred_label
1354,Oh my god this is so difficult lm so scare of the test 😢,1,Questions
1363,are you help me,1,Questions
1364,I am from Azerbaijan I do not speak English language but I want that I learn English language,1,New Subscriber
1365,"It's no longer a story that the world is experiencing a global economic downturn, I'm so happy that I've been receiving $64,000 from my $15,000 investment every 14 days.",1,Positive Feedback
1367,"As always it’s informative , thanks Marina! 😊
Perfection = Marina ❤️",1,Positive Feedback
1369,"Ms Marina❤ thanks a lot for your recommendations, love you!",1,Positive Feedback
1373,Really admire your honesty despite the nature of your business!!! I like your openness to trying new things. Congratulations on your new channels' success👍👍👍,1,Positive Feedback
1375,As question we can dowlnload it from play store???,1,Questions
1379,"Dear Marina,I just wanted to say a big thank you for your amazing YouTube content that has helped me improve my English so much! 🙌📚 Your videos are awesome, and I'm truly grateful for all the valuable lessons and tips you share. Keep up the fantastic work! 💓👏🌟",1,Positive Feedback
1382,Thank you Marina for your all english videos🎉,1,Positive Feedback
1383,"Hi, i'm a beginner learner, and i had listened for yours videos, an i think that the AI its the good thing, but it's not the best. i write this comment, now, for granfully ti your job. Your videos are very helfully for my.",1,New Subscriber
1389,You are such an amzing teachers you never fail to give us the best information...you leave no stone unturned!! Hats off to you Marina!! We all love you❤,1,Community
1390,Congratulations,1,Positive Feedback
1392,"AI will change everything actually it’s changing, but I see only advantages. It helped me to prepare for my final exams and it was so good. Marina thanks for this informative video❤",1,New Subscriber
1395,Hello mam I love you very much🥰Take love from Bangladesh🫰,1,Positive Feedback
1396,The AI-generated thumbnails and logos look fantastic! 'Mid Journey' seems like a must-try tool for anyone looking to create eye-catching visuals.,1,Community
1398,We need to learn English or other languages if we want to freely communicate with the native speakers. Just imagine how boring communicating our own thoughts will get when we will be using AI for translating our every single idea. 😢,1,New Subscriber
1400,"I'm all ears to watch your video in 2023, you're inspire me.",1,Requests for Future Content
1401,thanks for giving me idea to earn😇,1,Positive Feedback
1403,Could you make a video speaking in Spanish (with AI) 🤓🤓👍✔️💯,1,Requests for Future Content
1404,"hii mam 
i  want you teel you that plz make a video  on proper english like how foreginers speak so that we can come to know that whats the real prounciation and how to speak fastly the words",1,Requests for Future Content
1406,Yayyy!!! Finally you uploaded a video on this channel. I had been waiting for so long for your new video. Lots of love from India! 😊♥️🇮🇳,1,New Subscriber
1408,You are sharing so many secrets dear 🎉 thanks for this,1,Positive Feedback
1409,"I have been followed Lingumarina for 3 years.
I have been followed Lingumarina since I was 15.",1,Personal Story
1436,Do you think it's still essential to learn English in today's world?,1,Questions
1440,"Hi, Marina!
Thank you so much for your amazing video. This is really boost my confidence in learning English. 
Thank you for helping us and for sharing your tips that grow us.",1,New Subscriber
1445,How much of your book,1,Questions
1447,That was so helpful. Your way of teaching is attractive because through them I'm learning incremental words per day. Thank you very much.,1,Positive Feedback
1449,I wanna learn English for job and research .,1,New Subscriber
1461,Link to download pdf of the verbal phrases is not working,1,Technical Issues
1467,"Hello, 
I have been following Linguamarina for 8 months.
I have been following Linguamarina since 2023.",1,New Subscriber
1468,"Hey, thankyou so much...Really helpful content",1,Positive Feedback
1471,"First it felt a little awkward listening to myself in a quiet room, but actually it was a very helpful video!! :)",1,Personal Story
1474,"Hello Marina, I'm a camerounian and i'm listening your video from Ivory Coast. I love the way you use to explain us the basic english. You make me increase my level in this language.",1,New Subscriber
1482,"Thank you!!! I really loved your video about the accents :) now I see that I pronounce some of the words in the American matter, while others I say like British people do. You motivated me to learn more about the accents and use them in a better way 🎉 thanks a lot!!!",1,Positive Feedback
1485,Wow! What app is it ?,1,Questions
1489,Thank you so much for being so kind. for being so genuine. for being so polite and nice. I wish i could talk to myself like you,1,Positive Feedback
1493,I'm watching and listening your videos to  learn English.,1,New Subscriber
1494,U are my first English teacher on YouTube I love u.😍😍 since 3 years I follow you.,1,New Subscriber
1497,Yes Thanks,1,Positive Feedback
1499,"Thank you ❤️❤️❤️,I want to become like you someday 😍❤️",1,Positive Feedback
1504,"You should go for modeling rather than teaching elementary English 😂,",1,Joking
1520,Network can't talk with other person  personally in every place so is still nacesary learn lenguages.,1,Community
1527,"B1,thank you very much for this helpful video😊",1,Positive Feedback
1537,thanks,1,Positive Feedback
1540,"Task 3 is 60s long. With your suggestions
Article (10-13s)
Professor (37s)
Conclusion (3s)
you only spend 50-53s. What about the rest of the time?",1,Positive Feedback
1541,"Hello from Algeria
I'm always watching your videos and it helps me a lot thank you so much ❤",1,New Subscriber
1545,"I believe this playlist could greatly benefit many students. However, charging a fee for access might not be the best approach, considering you're already generating income from YouTube views and other business ventures. In India, numerous individuals are unable to afford such resources, which is a harsh reality.

If you genuinely want to assist others, consider making this playlist freely available like a standard one. If your intention is to monetize certain courses, please don't take this comment to heart(serious). 

(I'm one of your students, and I apologize for my previous comment; I hope you can understand my perspective)",1,Positive Feedback
1548,"Mam I have many idea to start a profitable business, but I haven't investor, are you interested to invest my business?",1,Questions
1549,Cant complete day-0 task why,1,Questions
1560,Very amazing vlog thanks for sharing,1,Positive Feedback
1562,Sounds interesting thank you for making my English better and better,1,Positive Feedback
1587,Thank u so much marina i think i'm finaly making progress ❤,1,Positive Feedback
1591,I passed it with ease...,1,Positive Feedback
1592,Anybody here can help me to improve my English??,1,Community
1594,"Cool , i love your style ❤",1,Positive Feedback
1596,This is unbelievably well 🎉❤,1,Positive Feedback
1600,I decided to learn English because I want to improve my communication skills and to boost my confidence. It can open up opportunities.,1,Personal Story
1601,"9:49 
I hope I could study in USA 🇺🇸 and get my master as well as PhD degree in Aerospace Engineering to work in military and airlines and NASA.",1,Error in the video
1602,"I want to learn to speak English fluently.
I decided to watch your videos.I hope it will work for me.",1,New Subscriber
1604,thank you so much for this video and I get my confidence and courage to creating my dream life.,1,Positive Feedback
1607,Where to get that book mam,1,New Subscriber
1609,Sexy,1,Positive Feedback
1610,"Put captions like this, it's difficult",1,Personal Story
1613,"Hi Marina,
I loved your meditation.
I want to work in the Judicial branch. I’m a lawyer.",1,Positive Feedback
1615,Attention is a hell of a drug 💩,1,Positive Feedback
1622,Thanks For your help,1,Positive Feedback
1623,You're the best actress ❤,1,Positive Feedback
1626,I can't afford buying course,1,Requests for Future Content
1629,"My first time watching you
Subscribe
Like
Good job 👍",1,New Subscriber
1632,Hi Marina first I wanna thank you for your fantastic helpful and  great videos you helped  me a lot to improve my English  so thank you for everything I hope you will get better and better in your career,1,Positive Feedback
1634,you are very good for teaching english language,1,Positive Feedback
1646,New subscriber here from India nagaland 😊,1,New Subscriber
1675,Thanks 🙏 a lot!01.06.23,1,Positive Feedback
1681,"I m from India and I love to watching your videos. On every sentence I learnt something new. Your English conversation script is different from other youtubers , so thankyou Mam to being a good serve in terms of knowledge",1,New Subscriber
1685,I am B2! Thank you so much 😊🎉🎉🎉🎉🎉😊😊😊😊😊,1,Positive Feedback
1686,"I'm from srilanka srilanka leaders free servise to me in srilanka artist enter my life and put sound in my ears daily mylife president nandasena gotabaya
Mind use find mybody and my ears human body machine
Marvin silva, chandrasena hettiarachchi, yohani de silva, nilan hettiarachchi, yureni noshika, torturer surround my room guest man
Somarathna disanayaka, renuka balasuriya, manel wanaguru, shiroshi romeshika, amal perera, rithu akarsha, sonali fonseka, iresha asanki, nilanthi dias?
Himasha hasanthika
1999.02.16",1,Questions
1698,"Hello Marina..  First of all is an amazing felling been here and type to you, because, your youtube channel was one of the first channel that I tried to whatch and learn with...  Of couse at begining I was a desaster Rsrsrs.. But nowdays I trilled to share that my english had so many improvement and your videos have always on my playlists.... So Thanks.   PS:  I also Love the Silicon Valey Girl.",1,Positive Feedback
1704,"Hello marina , i'm happy to find your youtube , i just start learning my english bcs my english so bad i feel. but i try everyday make progress. my big dream is have a job make me happy , make independent women.",1,New Subscriber
1709,"At the same time, there is also the concept of boundaries in psychology. So, you may want to set boundaries with certain people due to the situation / depending on how advanced your relationship is with them. In this case, you might purposely use the advice in the video above.",1,Personal Story
1713,I want to study the USA university,1,New Subscriber
1714,I love this video it`s so much useful for me,1,Personal Story
1720,That's really great idea to improve our pronunciation and speaking skills and build confidence too! Really looking forward to more such videos!❤,1,Positive Feedback
1724,You program very nicely and you are charming❤❤,1,Positive Feedback
1732,can you make video with this tool in terms of how to use it or what is the advantage  or disadvantage of it,1,Questions
1733,I think languages are  just necessary for personal growth,1,Personal Story
1742,Do you know why i like your vedios marina because your pronounciation is esay to understand and your accent is very clear i like it 🎉🎉🎉,1,Positive Feedback
1743,ya i'm not yet start thinking in  inglish but i will soon learn to thin in english i will practice on it tanks love from pakistan,1,New Subscriber
1744,Thank you very much ❤❤❤,1,Positive Feedback
1749,I support you. Have a nice day.,1,Positive Feedback
1751,I love you beacause you help me every single day... Thanks,1,Positive Feedback
1752,"I’m in Canada right now and I need to practice my English, your videos help me a lot, thanks for everything. ❤❤",1,New Subscriber
1753,It’s funny how she is trying to teach us English and when I can barely understand her likity English!,1,New Subscriber
1754,"Great video by Marina, very interesting. I liked it much! She is a great English coach! I like her much 💕💐🤗!",1,New Subscriber
1755,I am a grade 9 student I come from another country but I can't speak English just a little bit but I am just trying this question and I got only 10 correct answers but am Happy b/c I am good and I hope you help me more than now and thank you for the test ❤,1,Questions
1758,Thanks a lot ❤❤❤,1,Positive Feedback
1762,Very useful. Spasibo bolshoye! ❤️🌹,1,Positive Feedback
1763,Thanx for making me have hope for my country again. Small towns are great,1,Positive Feedback
1785,I don't wanna be completely dependent dependent on technology. It's not really worth it.,1,Questions
1786,My TOEFL is tomorrow and I need to score at least 95 🥵,1,Positive Feedback
1787,You learn for yourself... but yeah actually ai is gonna change the world a lot,1,New Subscriber
1788,"Excuse me. 
Why are you naked? 🤔
these clothes are not appropriate for teaching a language, perhaps in your personal life it's appropriate.",1,Error in the video
1794,"Hey...i tried to get the workbook but it can't happen i put my email & said ""the workbook has been sent to your email"" but when i check my email i can't find it...does the link expired?",1,Personal Story
1796,"Learning foreign languages will still be useful. It is amazing what AI can do, but we need some kind of frame of reference to check it against in order to make sure it behaves correctly.",1,New Subscriber
1797,"Whoa! That's pretty amazing. Accents and everything... 
As exciting as the technology is, I still am proud to stumble through the 5 languages I have studied.  It is so rewarding.",1,Personal Story
1798,Good for video but what with everyday conversation? Still worth to learn languages,1,New Subscriber
1799,"It's just unbelievable
I don't getcha until you have told later that this is being done by AI 😮😮😮",1,Questions
1800,Do you think learning languages is still necessary in the modern world?,1,Questions
1803,Thank you Marina for your English lessons with Meditation. It will help me to learn English faster. Your English teaching is always good Marina. I need more lessons from you. I miss your classes.,1,Positive Feedback
1804,No one is teaches like you mam,1,Personal Story
1805,Your speaking english language is so bad because when anybody new started. You should watching Poc English,1,New Subscriber
1821,That great 🎉,1,Positive Feedback
1828,Yes this is true!!! Thank you for saying positive things and help reminding me why I like living here. 🥰💓💗💗💗💓💓💓💓💗💗💗💗💗💗,1,Positive Feedback
1832,Thanks for your grateful meditation 🤍,1,Positive Feedback
1836,Marina in 2014 sounds nice and natural. Now you make pauses and try too hard and too loud. Imho.,1,Positive Feedback
1841,Wow!you are genius.,1,Positive Feedback
1845,"Thank you dear..
And Yellow blue Bus😙😙",1,Positive Feedback
1847,I wanna travel to many countries and be interpreter,1,Requests for Future Content
1854,"Hi there, i am looking for an English speaking partner. I guess my level is upper intermediate. I just want to become more fluent. If you are interested, please reply this comment: 🙏",1,New Subscriber
1859,The reason why? you like a great teacher,1,Positive Feedback
1860,I've been following Linguamarina since September only this year,1,Positive Feedback
1861,"Heyyy there, I need TOEFL IBT overall score of 80 (Listening 17, Reading 18, Speaking 20, Writing 17); in 2 months!
and I think I can do better after watching this video. so thank you 🙏🏼",1,New Subscriber
1866,I'm really love this vedio. And thank you so much for your help ❤,1,Positive Feedback
1869,"Thank you so much, Marina! Watching from Tajikistan!",1,Positive Feedback
1870,"I adore you and your Videos, I think your course and advices helps to my grade increasing, thanks you for all......",1,Positive Feedback
1871,if i couldnt come to those universties i try to learn english like native speaker if i could not i will kill myself!,1,Questions
1875,Inshallah I will get a 7.5 score. I will prove to myself I can do it. It's my dream goal. Anyhow I will achieve this goal.❤,1,Positive Feedback
1876,"According to my center I need to get a 90 at least, We made mock exams an I got 83, My exam is next week I hope I can get there, Thanks for the video, It helped a lot.",1,New Subscriber
1883,"Marina, I appreciate what  you do for us. But please when you explain meaning of phrases - ask native speakers about that. I stopped to watch your presentation to the middle.",1,New Subscriber
1884,Becoming a great registered nurse in the US and travel all over the world,1,Questions
1890,Thanks for your help. I'm from Cuba.,1,Positive Feedback
1891,"thanks Malina
I want a friend for english speaking",1,Positive Feedback
1900,Thank you so much Ms marina I liked how you explain specially grammar  I'm really Appreciate you,1,Positive Feedback
1901,"I have been working for 5years
I have working since 2022",1,Positive Feedback
1905,I have big goals for work on cruiship. Thats reason i wanna learn english. Thanks a lot for meditation,1,New Subscriber
1909,i focus on speaking most and now i struggle with grammar i have to learn grammar now,1,New Subscriber
1911,Lovely Maria :),1,Positive Feedback
1913,All are awesome 👍,1,Positive Feedback
1914,"The topic of your video clips is the topic of the common daily life used and that’s why I’m interested on,
For example like yes, No, Alots, thank you ,how are you, In addition to that the way you explaining is in detail and it makes the listener easier to understand stuff like that. Load of love",1,Questions
1916,"Thanks for your video, it's very lit and useful. I will pop into this lesson again to learn some vocab",1,New Subscriber
1928,"Wow... this is hard 😂 i thought I was B2, but in this test I still in B1. I challenge myself to continue the test to C1, it was terrible. Nothing is correct. I gotta learn more and improve my vocabulary",1,Questions
1929,"Wow... this is hard 😂 i thought I was B2, but in this test I still in B1. I challenge myself to continue the test to C1, it was terrible. Nothing is correct. I gotta learn more and improve my vocabulary",1,Questions
1942,Oh nice marina you give me such a nice tips.Thankyou for sharing your Ideas.,1,Positive Feedback
1943,"this video inspired me so much. my biggest dream is i want to study abroad take postgraduate next year. so many people mocks me, judge me, all the time i heard that. it really hurts my heart and feeling. but through your video i can started to confident. i always remember this quotes ' if there's a will, there's a way ' thank you so much xoxo build my spirit again to learn english more. i'll do my best",1,New Subscriber
1947,"Hi marina this meditation video is amazing❤
I'm relaxed, ejoyed from this. I love you very much😊",1,Positive Feedback
1949,great teaching my life,1,Positive Feedback
1958,"I've been following Linguamarina for 2 months
I've been following Linguamarina since July 2023.",1,New Subscriber
1959,"When I was 14 I used to overthink about my own dreams which I have,however; when I grew up I thought that It’s something untouchable now so why are you overthinking then I made decision to be focused on my purposes and shouldn’t think about the future so I realized that this method has been worked out so nowadays I’m significantly near in my dreams. I’d recommend focusing on your time is really important if you prevent it you will be definitely anxious you would be successful when you make your brain comfortable then do the appropriate obligations in your entire life. Thank you!",1,Personal Story
1961,*Me who learned this in the 2000s with the help of midtown madness😂,1,Personal Story
1975,if we want to learn english then how we can understood what u r saying before learning 🙂,1,Questions
1978,"I feel a lot better after watching your video clips well , my respond to your question how are you is not bad thank you❤
I hope your video clips can help lots of people who struggle with theirs English problems like me.",1,Positive Feedback
1979,"When I will study english, think I need to study also different english 😁",1,Joking
1981,Lord Jesus Christ died for you and is waiting for you to ask Him into your heart❤❤❤,1,Community
1987,Thanks. This what I was looking for,1,Positive Feedback
1995,I don't know English very well my family bully me for not getting to know English and I feel worse so I saw this video and it kinda helped but still they are bulling me,1,Personal Story
1996,"Hi Marina,
You have no idea, how much you helped me. Your videos are like my motivation to learn English. The fluency I have right now in English is because of you.",1,New Subscriber
1997,I need more like this please Marinaaa,1,Requests for Future Content
2000,The video which draw my attention was about improving my grammar,1,Error in the video
2001,"Hello marinnn❤
Will u pls give me a clarity about the word ""cringe"" in your style",1,New Subscriber
2005,That’s amazing listen to you and thank you so much of make me confident and helping me learn English wish your videos.god bless you!,1,Positive Feedback
2013,"Thank you for this great lesson
For the last phrasal verb turn down , can we use it in both formal and informal conversations ?",1,Community
2015,"To speak English quickly and understand natives better:

1. **Practice Regularly:** Consistent practice is key. Engage in daily conversations, read, and listen to English content.

2. **Immerse Yourself:** Surround yourself with English media – movies, TV shows, podcasts. This helps you get used to the speed and nuances of native speech.

3. **Listen Actively:** Pay attention to how native speakers articulate words, their intonation, and rhythm. Mimic their speech patterns.

4. **Expand Vocabulary:** A rich vocabulary enhances understanding. Learn new words daily and try to use them in sentences.

5. **Speak with Natives:** Engage in conversations with native speakers whenever possible. This helps you adapt to their pace and pronunciation.

6. **Use Slang and Idioms:** Familiarize yourself with common slang and idiomatic expressions. Natives often use these in casual conversations.

7. **Watch Your Pace:** While speed is important, clarity is crucial. Find a balance between speaking quickly and enunciating clearly.

8. **Practice Pronunciation:** Work on your pronunciation regularly. Use online tools or language apps to fine-tune your accent.

9. **Join Language Groups:** Online language exchange platforms or local meetups can provide opportunities to practice with native speakers.

10. **Ask for Feedback:** Seek feedback from native speakers or language tutors. Constructive criticism can help you identify areas for improvement.

Remember, it's a gradual process, and consistency is key.",1,Constructive Criticism
2017,For me the application is the nightmare. I just dont remember when i should use a certain tense and end up defaulting to something like past simple,1,Technical Issues
2018,You looks so beautiful through brain and outer appearance ❤❤❤❤❤❤❤,1,Positive Feedback
2030,"Hello teacher your video very very learning english healping,thank you so much, i am from Bangladesh ❤",1,Positive Feedback
2032,"As an Indian, I am now able to speak in an American Accent Fluently thanks to you. Thank you so much Marina!",1,Positive Feedback
2036,cool =),1,Positive Feedback
2039,Thank you so much,1,Positive Feedback
2040,Hi Marina u r great. I like ur videos. Ur welcome to visit India and see the Gods'own country Kerala. I am from Trichur where the world renowned Pooram Festival is held annually. See u bye,1,Positive Feedback
2043,"I watch you from Istanbul, Actually you impressed me, you have a highly unique style, Good job.",1,Positive Feedback
2044,Thank you so much,1,Positive Feedback
2053,Wow. Nice reflex,1,Positive Feedback
2054,"Great Teaching thanks Teacher , I'm Ananda,  I'm from Sri lanka, I'm learning English language,",1,Positive Feedback
2057,"Hey Marina, please help me as i am facing trouble with TOEFL preparation. I am preparing from about 2 months but still my score in R18, L20, W18, S15. Please guide me what should i do coz on 22 oct i have my exam . I am really worried about exam. I hope that you reply to me as soon as possible.",1,Personal Story
2065,wow i liked the way u teach english i just love it😍🥰,1,Positive Feedback
2068,i feel completely overwhelmed with english,1,New Subscriber
2073,"Hi marina,Your videos are mesmerising furthermore i admire to watch your video’s moreover your updated videos are significantly impressive.",1,Positive Feedback
2077,Hi marina  ! your accent to learn english is so amazing now i practice on it and i'm able to speak english thaks such great teacher love from pakistan♥♥♥,1,Positive Feedback
2089,"I am not a native speaker can I be able to get use to do any word's pronunced as well native speaker..

i am from Sri Lanka, Most of our country peoples speak as south asian english.

But however I like to learn and speak  very fluency..

But as I feel It is very difficult to do 😥",1,New Subscriber
2091,"Thank you 😊 💓,  you are a amathing .You give me inspiration to achieve my goals .",1,Positive Feedback
2101,"I love short YouTube for English, like I got the point to watch it",1,Irrelevant
2116,What a lovely girls .i want to check your heart and external marphology 😮,1,Positive Feedback
2118,Thank you very good explanation,1,Positive Feedback
2121,My goal to learn English is to be able to communicate other people around the world and build my YouTube channel.,1,Community
2125,Wow! It's so helpful! It's my first time learning kitchen vocabulary after a decade of learning English. It's so fun watching words in real life ❤🙌,1,New Subscriber
2126,"can borrow...I hope you won't give it back, lol!",1,Joking
2129,"thank uuuu!!! so much why I am learning English ? because it's opening doors and opening my world , as you said communicating with more people and helping and  I am so happy in this trail chosen ¡¡¡ thank you so much for this fantastic video Marina , and u know it , we are creators ¡¡¡",1,Positive Feedback
2132,Superb location,1,Positive Feedback
2135,Love it,1,Positive Feedback
2136,Anyone that I know that and learn that will show me no more so show me hello in tho school ha ha I didn’t have school or will I have school?,1,Questions
2137,marina please make a video related to the SAT english please,1,Requests for Future Content
2150,Namashkar ❤ This is the first video of yours that I have watched I truly love the whole video it gave me the feeling like 'I was totally watching a Flim ' your video gave me so much positivity ❤.My name is Ankita and I am watching it from India ❤😊,1,New Subscriber
2158,Very good then thanks for your tutorial ❤,1,Positive Feedback
2160,Ma'ma your smile is amazing you know I am so happy because your all videos is interesting and very helpful me,1,Positive Feedback
2164,Thank you for this video. I believe your words are gonna help many of us .This is so motivating. I also wish to speak good English one day and interact with people from all across the world. I hope one day even   my words would also have some influence on others !❤️,1,New Subscriber
2172,"hello Marina, I am from Indonesia. my English is not good but I want to learn it to be a better person expecially in English language, its so cool that I can meet your videos, I start to studying English again and you are make me motivated to improve my English skill. I really enjoy your videos and really like your pronounciation. thanks Marina.",1,New Subscriber
2175,Want to have friends to practice my English,1,Promoting socials
2176,"I've been following Linguamarina for 3 days.
I've been following Liguamarina since September 28, 2023",1,New Subscriber
2179,"This is amazing,  lov itt❤",1,Positive Feedback
2182,"I study English at the University and I need to learn the 4 skills speaking, listening, writing and reading 😅",1,New Subscriber
2187,"Hi marina, I am from China, your meditation deeply affect me and let me realise there are many magical things in learning english, not only the english exam.",1,New Subscriber
2188,Please teach about either,1,Requests for Future Content
2190,thanks for your so elucidative explanation...,1,Positive Feedback
2192,"Thanks a lot :) I just explored your channel. I was all ears really, because I am in trouble with memorizing words.",1,New Subscriber
2196,I'm fighting with learning of English Alone ..,1,Questions
2200,"I've been following Linguamrina for 4 months.
I've been following Linguamrina since July",1,New Subscriber
2210,Plz provide me the pdf,1,Requests for Future Content
2219,Hey Marina. I'm from Uzbekistan.Thank you so much🥰🥰 that you inspired so many people all over the world to learning an English language,1,Positive Feedback
2228,"FOR
1- reading books to children has significant educational benefits.
2- employee benefits (çalışan avantajları)
3-  I quit eating junk food to improve my health. 
4- she never quits, no matter how difficult the challenge is. ( no matter: ne olursa olsun)
5- no matter ehat happens, I'll always be there for you.
6- She's determined to succeed, no matter how difficult the journey.
7- She succeeded despite the challenges. (zorluklara rağmen)
8- Despite the challenges they faced, they never gave up. ( karşılaştıkları ....... asla vazgeçmediler)
9- you've been modest. (mütevazisin)
10- she scheduled an appointment with her manager to discuss her project. (randevu ayarladı)
11- she offered to help me move this saturday, nevertheless I would rather reschedule it to sunday when I have more free time.(teklif etti, ertelemeyi tercih ederim.)",1,Positive Feedback
2229,IM FINE AND SHINE 😊,1,Positive Feedback
2232,"my homework:
1- Thanks to a very difficult day at work, I don't want to go out tonight.
2- As a result of my very hard study, I scored 115 out of 120 on TOEFL.
3- I scream at him out of anger.",1,Personal Story
2236,"TO
1- destination: (varış yeri, gidilecek yer 
2- I am going to be unique by the way.
3- time: it's a quarter to 2.
4- I prefer watching Marina's videos to studying by myself.
5- I favor watching Marina's videos for self-sudy.
6- she is the receiver of all the praise for her hard work. ( övgüleri alan kişi)
7- ı composed an email to my colleague. (iş arkadaşı, meslektaş)
8-  she remained composed during he stressful meeting. (sakin kaldı)
9- his words didn't get to me; I remained calm. (etkilemedi, sakin kaldım)
10- to express reason (nedenleri ifade etmek için)
11- I have started learning English to get a job promotion.",1,Personal Story
2238,"Thanks a lot, the style of this videos helps me to charge my positive powers, to continue in learning English and to be more confident. so, actually thanks again.",1,Positive Feedback
2247,"Thank you so much marina🎉 I have tried to get the workbook through the email, but I couldn't receive it... I tried to several times and another emails. How can I get it? thanks!",1,New Subscriber
2250,Love the intro!!!,1,Positive Feedback
2253,"Marina you have a new follower, me!!! 😎🎉🙌🏻 Looooove your videos!!!",1,New Subscriber
2255,I really like Marina’s videos ❤,1,Positive Feedback
2258,This is simple. Give me some advanced pro level stuff 😂😂,1,Joking
2262,"Hi, miss your videos are amazing and good.",1,Positive Feedback
2268,"Hi,marina. My biggest dream is settle in Beijing, Da xing. The reason I learn English is because I want more opportunities when I apply for a job.",1,Personal Story
2276,You're amazing Maria.  would you please tell me  how can I find a native speakers to talk with them please repeat to my comment,1,Positive Feedback
2280,"Hey Marina, I had a question.
In the end you mentioned about entering university codes in the system. How can we send the scores directly without knowing our scores?😅",1,Questions
2282,Amazing….helpful,1,Positive Feedback
2283,It was very hard for me to learn commas si,1,New Subscriber
2285,I will try with this plan.,1,Community
2291,I've been following Linguamarina for 2 month,1,New Subscriber
2292,You looks so beautiful 🤩❤️,1,Positive Feedback
2294,"Hi, Marina ! I am from India . I also from your side means I am  a teacher of a  Secondary School.. I am teaching English Grammar that's why I  often  watching your vlog. I like your  English speaking. Your voice also loud and  clear,easy to catch the words. I wish I could talk with you  ! Thx",1,Positive Feedback
2299,Yes I have done all correct,1,Positive Feedback
2300,This video is amazing .I am going to learn with you like achive my gols .I want to be an excelent English teacher ande this video and your word helped me.Thanks,1,New Subscriber
2304,I need your help 🙏,1,Joking
2306,I wanna somone practice With me😢,1,Community
2309,The teacher is strict,1,Constructive Criticism
2310,"I nailed almost every question in the listening and grammar sections, but failed to answer most of the vocabulary question's, what level am I at?",1,Questions
2312,This  video is lit . ❤,1,Positive Feedback
2316,Thanks Ms.Marina,1,Positive Feedback
2321,"It's OK to use contractions on the speaking test for either TOEFL or IELTS, just not on the written test portion.  The spoken test prioritizes natural language usage, or casual English.  Conversely, the written test prioritizes formal English usage.",1,Promoting socials
2325,"C1-C2, me: I’ll just sit here and watch Marina🗿",1,Personal Story
2328,Hi my name is lima from afghanistan i am very thankful from you because i learn too much english from you i am female 16 years old in afghanistan we can not go to school so i follow you i wanna be your friend again thanks for helping me,1,Positive Feedback
2331,"Hey ! Marina ! Thanks for this attractive content! By the way is have a question you've said at the and of your video that we got to drop the idea of sounding perfect! I'm not so with you i. This point, because we're learning in order to sound better than before as the time goes by. Hope you're going to answer my question!!!",1,Questions
2332,The fantastic explanation for each preposition when to use and your teaching is mind-blowing and not boring at all.  I am following all the videos and improving my communication. Thanks and finally want to say you look awesome and gorgeous.!,1,New Subscriber
2336,Mam I want to learn English with you ...what is the registration process and fee?,1,Questions
2340,Thank you so much for this meditation. I love it ❤️,1,Community
2343,I love you medam I m sorry but really I feel you nice your speak English 😊 I m sorry but 😅,1,Joking
2347,Linguamrina my favourite teacher,1,Positive Feedback
2348,You don't know how to share a link,1,Technical Issues
2352,"Hi marina 
I'm an Egyptian and I wanna thank u so much
I really learned alot from u 
And you were my inspiration to create my YouTube channel 
For teaching English 
Thank u so much marina ❤",1,New Subscriber
2355,"I'm crying, thanks for support. ❤
I' m dreaming to make travel video make new friends, I want to write songs.  I want to be able to contact the whole world.",1,Positive Feedback
2360,"hello marina, in a several day i have watch your video and im very interesting because my english is not fluently, i wish may wathching your video can make me better to the future and can speak fluently",1,New Subscriber
2368,"Marina, you are not a teacher and have no right to teach anyone without CELTA and other certifications. Which you won't get because you are too busy fooling people for money. It's so easy to have editors and real teachers who will check text and your pronunciation and you even not doing it.",1,Trolling
2370,My biggest dream in life is to be independent and help others...Fulfill my parents' dreams...,1,Personal Story
2375,literally i'm feeling so greatfull and feels good after seeing this video i ;romise i'm gonna listen it eceryday before sleeps thank you so much for your hard work to make us more concious to our dreams and to work hard tbh i'm a science student but i'ave dreamed to be a billionaire and try to change the world and help people as much as i can.,1,Personal Story
2378,"it's really give me lots of knowledge about how to spent life happily hoe get success in life 
i want to become a business man that's why i want to learn English-speaking 
thank you for this valuable information
please make some other's videos like this",1,Requests for Future Content
2379,Thank you so much for this meditation😍,1,Positive Feedback
2385,Hi  you are the Best,1,Positive Feedback
2386,Hi  you are the Best,1,Positive Feedback
2404,"Plsssss,,give us YOUR vedios with english subtitle,,,",1,New Subscriber
2405,Pleas make video how can know the apes of english,1,Requests for Future Content
2409,"Thank you, Doctor, for your effort with us🥰",1,Positive Feedback
2414,"How can i get the FREE workbook , i wrote my email but i don’t get anything. Please help",1,Requests for Future Content
2419,Thank you,1,Positive Feedback
2421,I didn´t receive the 30 days english challenge in my email :c,1,Joking
2422,Wow Incredible channel I can understand English without subtitles ...absolutely you're best teacher in the language English.. Thankyou Marina.,1,Positive Feedback
2425,"I'm gonna take TOEFL in a month and was so scared that it's not enough, but thanks to your video I've become more confident about the TOEFL. Thank you so much",1,Positive Feedback
2430,I love you videos. You videos not only useful but it also great❤❤🎉,1,Personal Story
2431,Hi iM from pakistan i have been seeing your video since 2018,1,New Subscriber
2434,Thanks for creating this video,1,Positive Feedback
