,textOriginal,cluster
862,"Amazing Marina!! 👏 
What's your suggestion to how get the US visa and come to US by any other visa or case? If you can help me in this section, it would be great.  Cause I really try to come US to study and work but there are some things that don't let to go also y financial situation isn't so good and am personally looking for some full fund scholarship to get but most of them needs TOEFL, IELTS  and more. 
Am from Afghanistan and am always watching your videos and appreciate your time, hard works and amazing energy and enthusiasm that u have motivate me to learn new things and I'm so thankful ❤ 😊 
So I'll be happy if u can help me out with ur incredible experiences and suggestions plz 
Thanks a bunch ❤🌹🥰",1
863,British vocabs 🙋‍♀️,4
864,"A message to every foreigner who does not know the Palestinian issue.  I wanted to talk about it.  When the First World War broke out, the Zionist entity was hated by the Germans, so they went to Palestine because it was the most peaceful country.  Palestine welcomed them, and after a while they went to the Zionists, telling us that we want our rights, that they wanted to make their own land on Palestinian land, and the Palestinians said it.  This is our land, we cannot give it to you, so they took advantage of the fact that there were a large number of them in Palestine, so they started a war and occupied it.  I imagine that you are helping someone and leaving you and taking your land.  Try to search for Palestine.  God willing, you will benefit.  I am an Arab and I am 14 years old.  I may have a spelling error, but thank you very much.  For everyone who read my comment 🇯🇴🇵🇸❤️",1
865,The other weird thing is we say 'how are you as a greeting' but they don't actually want to hear more 😂,3
866,"American: candy           |  cookie
British: sweets               | biscuit 
 Me: toffee                       |BISCOOT",0
867,Thank you,1
868,then wat da hall is a brinjal,3
869,Thanks Mariya i have started from today,1
870,And l always suggest your channel all my friends and relatives you are really intellegent person for me❤,1
871,And l always suggest your channel all my friends and relatives you are really intellegent person for me❤,1
873,Hello and conguratulations from Uzbekistan and ald thanks you very very much❤,1
874,That  British accent was brilliant 🔥,4
880,american but the last one is brinjal,4
883,Girl I'm from Jamaica🇯🇲🇯🇲🇯🇲❤❤,4
884,According to India peaceful country compare to others nation so each and everyone should pray for war. War should be raised in future but I heard so coming Friday would be done big thing to Palestinian nation dear,3
885,Hi how do you do dear I have no chance to message you because last two days back war was started between isreal and Polesthine I think it goes like the same 3 world War will be started soonly because America also ready to support to isreal indeed if America joined in this Russia also would be joined afterwards so everyone should pray war should not be raised in the world it is more dangerous to all over world dear,1
886,Marina listen.I'm still love learning languages)Right now I only start learn Turkish so my brain enjoy.I don't know will it be useful on future🥺🥺🥺,1
888,"Idk im from malaysia so the result
: MIX",3
889,"🎯 Key Takeaways for quick navigation:
01:39 🧠 Relate new words to yourself for better memorization.
02:09 ✏️ When encountering newwords in books or movies, write down only those that relate to you or that you've heard before but still don't know.
05:11 🏠 Create a memory palace or space with flashcards to associate new words with objects or concepts, aiding memorization.
07:35 📚 Avoid translating words on flashcards; instead, write explanations in English for better long-term retention.
09:25 🧠 Use the ""90 second method"" to repeat phrases seven to nine times for improved memorization and long-term retention.
11:17 📖 Incorporate new words into stories or diary entries to practice and remember them effectively.
12:59 📝 Place post-it notes with new words on objects you see daily to reinforce your memory.
13:41 📚 Space your learning and focus on 3-5 new words a day for more effective vocabulary acquisition.",1
890,*Chocolate and brinjal left the chat*,3
891,*Brinjal left the chat*,3
892,"I had watched this video and I realized that my listening ability is not bad as i think. Basically the reason is that I do not have the right way to practise listening. Thank linguamarina, your video is extremely useful and it helps me a lot enhance my listening skills",1
893,i am american english,4
895,Thank You so much for making these videos. Because of listening to you my English accent is so good now. I don't have a lot of vocabulary but I am very happy that I now can speak English very easily.,1
896,"Le me-😅
1-truck
2-chocolate
3-biscut💀/biscuit
4-sweater
5-brinjal
Btw im an Indian
Love ur videos ❤",0
897,Recently I watched one of  your video that you have posted 2 years ago. There is a huge different in the videos and It's amazing. I love the way you are doing now in your videos😊❤.,1
898,I am nothing Frome thise,3
899,From Tanzania help me I need to learn English language,1
901,The🍆remind me the BANANA,3
902,that remind me egg doens t belong to eggplant,2
903,Hello Venya and Marina. How are you?,3
904,A wonderful video. I liked it very much. It is the best way to learn. I hope you will make more videos like this,1
906,"Unfortunately the free workbook is not available, I didn't receive it in the mail",1
907,I speak americian in a british accent,4
909,Love you🫶 the best teacher ever ❤🥰,1
910,"American: Eggplant
British: Aubergine

Me: d*ck",2
911,What’s going to happen if I speak both,3
913,i want to become a cardiologist,1
914,"Many people speak fast and I can't understand their pronunciation, you are the person who made me fall in love with English.  Thank you!",4
916,"american:candy
British: Sweets
Me: Toffee",0
917,"Indians knows what to say in brinjal 




Bengiun",3
920,"British: aubergine 😁
She : egg plant😊
Me : bringal 🙄
😅😅😅😅😅😅😅😅😅😅😅😅😅",2
922,American 🎉🎉,4
923,Well not a native speaker so I'm mixing both so i'm speaking brican pronunciation 😂😂,4
924,1000% American but my country speaks British,4
926,"Hello i'm in srilanka justin beiber name use and put sound in my ears daily life human body machine mind use find unknown man
Plz,? Nademal perera artist??
Romesh sugathapala, chamika karunarathna, dhanushka gunathilaka, dananjaya de silva
Himasha hasanthika
Can't tie a knot personal life
1999.02.16",1
927,"American: trash can
British: dustbin 
Me: Bin  💀",4
928,But in India we would say brinjal 😅,3
929,"me who said ""cash"" for the first one: ...",3
932,I have been following linguamarina since 2021,1
933,"thanks, you so much i am learning new words as i am going to take my ielts speaking test. This video is amazing and quite helpful. thanks",1
934,Actually indians say brinjal for eggplant😂😂😂😂😂😂😂,3
936,this is amazing content,1
937,I guess She is bully 😂,3
938,"After being recommended english teaching videos, I can safely say I don't know why I'm here. I speak english, it is literally my first language. Why am I watching videos that teach you to learn english??",1
939,"Such an interesting video, really enjoyed your insights:)",1
940,"Plunge, of course. My reading & listening skills r in C zone but my speaking & writing skills r on B zone.",1
941,I felt so proud at the end with “done”😁,1
942,Thanks this vedio helped me most,1
943,I’m from Orange Park and my uncle is from Jacksonville but we’re still in America in the US,4
944,I'm watching and listening your video.Thank you for helping me to improve my English.,1
946,thought I'm british💀 but I'm not lol,3
947,Anyone said bloody at the scarlet,3
949,Thank miss ❤❤ God blessed you with your family,1
950,In my opinion marina should post about a little more advanced English,1
951,I am American lol,4
952,Say “why you on my meat”,3
953,"I think I am B1 
I gave up half way",3
954,In English fabulous like.,3
955,Wats your workbook name please? I’m fluent but want to expand my vocabulary and have accent . I have Pakistani accent that I want to change. Fedup of it 😔,1
956,I am all ears,3
957,thank you so much but we wanna more videos like that please teacher,1
959,"I'm at B2 :( I thought that I was at C2 since I took your test a couple months ago and the result I got was ""advanced""
I feel disappointed",1
961,"Nononononononooooooooooo WHAT is chips. NO. Chips r chips, fr fries r fr fries. SIMPLE.",0
962,You're the best,1
963,"American-Eggplant
British-Aubergine

Me-Patëllxhan",2
965,"You 're amazing ,I'm a big fan to you please keep going",1
967,I speak both😂,3
968,"Methods in the video : feeling the touch and  the taste of the subject I’m reading. 

Me who is reading biology.",1
970,I dont know english how to learn 😢😢😢😢😢😢😢😢😢,1
971,What about those who fall in the middle 😢,3
972,"Useful video. Do native Americans also say ""he ased"" omitting the K-sound?",3
973,"Great, thanks for this amazing idea, im waiting for new dialogs! P.s. watching u from ur native country =)",1
974,"Marina, thank you for making this video. I continue to learn English well. Thanks for the advice. We learners need a teacher like you.",1
976,"American: Eggplant
English: Aubergine
Me: cucumb…. Oh fuck",2
977,Our   linguamarina can do  finger in every pie,3
978,"Marina, thank you for making this vedio. I always remember your advice for learning English. You are the best teacher I have ever known.",1
980,Another fun fact : The word “Long” is shorter than the word “Short”,3
981,"American + British + unknown english = Indians
👇 If its right",4
982,Team 🇺🇲,3
983,i m watching this from Uzbekistan. Video is so interesting and well-planned  i always watch your contents coz i really love them. also your pronunciation is clear,1
984,You know you are soo much pretty and beautiful,1
985,"I have doubts about c1 test which is ""if you will follow me...."" I thought where is ""if "", there is no ""will""...",1
986,"U Look Slay in Curly Hair Marina, You Slayed your Outfit too",3
989,"CUCUMBER, JUST USE CUCUMBER!",0
990,That was a cucumber,0
991,I m just started learning English.and I'm so comfortable Americans accent . Yes it's more easy for me😊,4
992,oh i thought it was a cucumber,0
994,My test is in three months. I need 110,1
995,Amarican English,4
996,bro me said tofee,3
997,i speak half british half american,4
998,thanks very much ❤️❤️,1
999,Indians be toffee*,0
1000,"Americans : cookie 🍪
British : biscuit 🍪
But Me : Biskut 😅😂",0
1001,"You are so much beautiful 😍, pretty, sweet and 9ice voices ❤️, greetings ♥️ 🙏 to you all the ways from Denmark 🙏 💖 ♥️ 🇩🇰",1
1002,American ❤,4
1003,"British’s; sweets
American; candy
Arabic; BIS KOOT",0
1004,I have struggled with my spoken English all the time. And your video do help me a lot. And l begin to step my foot out,1
1005,You're a such an exuberant Individual,3
1006,Oh dear what happened to lolly and pullover 😢,3
1007,"magenta what the fu- you're colour blind, or is magenta is like too pink colour? people that does this are all colour blind dùd",3
1008,What is this particular model of PORSCHE... please let me know... Respect from Pakistan 🇵🇰,3
1009,ohhh I thought it was di-,3
1011,"Great video, trading come with a lot of benefits And
I have just bought my first house through it.
As a beginner I was scared of loosing my savings but 
I’m glad I took the bold step that is now favoring me.",1
1012,I'm writing on 14th of October and this vidoe has taught me a lot.,1
1013,I speak British and I am from Myanmar.,4
1014,"Really helpful, I'm impressed.",1
1015,I thought it was dick,3
1017,Thank you so much for this amazing meditation 🙏,1
1018,What the fuck last one is brinjal,3
1021,American ❤,4
1022,Thanks,1
1023,Your Russian Accent just Slayed at the first place!!!!,4
1024,That intro is really cheesy 😂,1
1026,British,4
1027,"Marina, You SLAY, ( Actually )",3
1028,"Your Vlogs are FIRE, ( Actually )",3
1029,"Your Dress is SNATCHED, ( Actually )",3
1030,"Marina, This video is a GOAT, ( Actually ),",3
1032,"Marina,  This is a *Top-notch* Video, ( Actually ),",1
1034,Holy sheesh that knock knock sounds so deep British,4
1035,For me learning foreign languages is an obligation because our prophet Mohamed peace be upon him said that who learns a people's language he will be in safe from thier evil and harm,1
1037,"American: Eggplant
British: Aubergine

Indians: Aienn? Baigan 💀",2
1038,What is erm?🤔,3
1039,"me: ""money!, wth- lets try again.. truck! oh thank goodness... shoe! WHAT IN THE- ok.. BANDAID! what is great britan and America doing to us? I'm glad britttish understands at some point.. CHIPS! oh yeah""",4
1040,"How many languages do you know?
How do you find time to learn so many languages?",1
1042,Thanks a lot for sharing,1
1045,Thank you but my speaking doesn't improve,1
1046,"I am from India and your video gonna help all those peoples who are really passionate to learn English language, me also 😅 so I want to say thank you so much for everything ❤",1
1047,"Hi! I am Hamza Mehmood. I have experience in graphic designing and computer networking. I can provide you:
Thumbnail designs
Logo design
Video editing
Image editing
I can make thumbnail for your video in Free🤗.",1
1048,"Hi! I am Hamza Mehmood. I have experience in graphic designing and computer networking. I can provide you:
Thumbnail designs
Logo design
Video editing
Image editing
I can make thumbnail for your video in Free🤗.",1
1050,Welcome ❤ hopefully u stay permanently!🇺🇸,1
1053,Why does she make us brits look posh,4
1054,Corn is corn,0
1055,Nice narrative. You are lovely. ❤,1
1056,Nive narrative. You are lovely. ❤,1
1059,"hi maam marina, im leonel from phillippines. i started downloading your video specially your english grammar lesson and i learned a lot from it. im still shy to speaking english language  because no one appriciate me here in my local bario. hope you keep making long vedio about english. i making your vedio as my radio to listen every morning while im doing my house choir. i want to send myself to english school to learn english but i dont have money to afford expensive tuition fees. but when i wacth your vedio myself started to dream again to learn in english. thank you for your effort to download vedio like this. this mking me hope to learn english for  free. today is october 09 2023. the day when i found like you teaching is for free.",1
1061,Yes all these words. British English without any accent,4
1065,Yes i fund it's very important to learn english,1
1067,"You ask in AmE, she answers in BrE",3
1068,Ik what u were gonna say at first on the last one ☻,3
1069,As an Aussie everything she said was correct EXCEPT jocks it’s not jocks but it’s undies. But she might live in a area that says jocks,3
1070,when you said smart phone.,3
1071,"American English: eggplant 
British English: aubergine
Indian English: brinjal",2
1073,Still didn't hear an Australian,4
1074,you are really prity girl i have ever seen.,3
1075,My test is in exactly a week and I need to score 98+ on the exam! 😅,1
1076,"Task with answer,, aside,, is it possible to change on ,, out ,, ?",1
1077,Hope you enjoy America 🇺🇸 dont try changing it though 😉,4
1078,"Marina, your content is a sight for sore eyes 👍👍👍 Thank you so much for your positivity, energy, smile and great mood. Indeed, now is the time of artificial intelligence and whoever learns how to use it first will be at the top 😉😉😉",1
1080,"American : Eggplant
British : Aubergine

Me: Di-",2
1081,"Hahaha.  Im American and I’m really quiet at restaurants .  Im not sure where she was around loud people , maybe in a place w loud music?",3
1082,my accent is like a jam,4
1083,"Hey everyone! My name is Shivesh. I am an Upper intermediate to Advanced English learner and I live in India. I have been studying English for a few years, but now I really want to get a better job. So, I need to improve my English. I am looking for a speaking partner to practice with two times a week. I can meet via Google meet, Zoom, or WhatsApp. Would anyone like to practice with me and improve their English too?",1
1084,"Anerican : candy 
Brotish : sweets 
Bhartiya people : toffee",0
1086,As a british a plain biscut is called biscut a chocolate chip cookie is a cookie,0
1087,The plan is not available I tried to send many emails !,1
1088,"You are not even an English teacher. 
How can you record a video like that?",1
1089,Bro why are people making money off of teaching us only 3 words and calling it a day this women has free time hub,3
1090,"🎯 Key Takeaways for quick navigation:
00:29 📝 A 30-day English learning plan is outlined for improved fluency.
00:57 📋 Start with a test to assess your English skills and set specific learning goals.
03:19 🎥 Watch TED videos on topics that interest you and engage in comprehension tests and discussions.
04:29 ✍️ Write an essay about your ideal day in five years to align language learning with your life goals.
05:11 📚 Focus on grammar topics you struggle with using resources like British Council websites.
06:06 📖 Select 10 useful words, create sentences, and memorize them to expand your vocabulary.
06:22 🌍 Use English in your free time, like watching English videos, to immerse yourself in the language.
08:12 🗒️ Plan your next steps once you reach an advanced level, such as applying for universities.
09:22 📖 Download a grammar workbook to practice essential grammar topics.
10:46 🔄 Review the most challenging topics from your notes to reinforce your understanding.
12:08 📊 Retake the initial test to measure your progress and share your results to build a supportive community.",1
1091,In the last One I Said brinjal,3
1092,"Yes Marina, It's essential for me to learn English from you and thank you for introducing online jobs. I need to work in an online job Marina. You are a kind person. Nobody helps me to earn good money, but you are helping me Marina
.",1
1093,I love this girl .bruhh,3
1094,I am watching from Bangladesh. I learned many things from you.,1
1095,"Indians 

Lorry
Chocolate
Biskoot
Sweater
Brinjal

Totally mixed everything 😂😮",0
1096,Marina l have a not money for you pay PLZZ,3
1097,I'm mixed with both,3
1099,Thank you for showing us all this. It is very useful!,1
1101,Overcoming fear of speaking English...,1
1103,"was here to learn German but ended up finding tokio hotel 
i am gen z so i never knew about them but now i know their songs are really great XD",1
1104,"British:Sweets
American:Sweets
Indians(ME):Toffee",0
1105,Thank u Marina. I always try to hear ur accent & wanna make me like u.Thank u again inspiring me as well as my elder daughter.,1
1106,The fun fact is - I'm from India and i speak british😂🙌,4
1107,"Brother, last one is so sus",3
1108,"She: period is ""."" 
Me: period is 🩸",3
1109,"Tomorrow is my best friend,s bday",3
1110,"Yes definitely, you can't do almost everything or learn anything if you don't know English, and your video is an example, your video is in English, the title is en English, I wouldn't find it if I don't know English 😬🤷🏻‍♂️",1
1111,ahahaha that's how you make arabic videos oooooh hahaha i  tought you were really speaking arabic,1
1114,I'm Ameritish,3
1119,bro she forgot water :(,3
1120,It'll for sure never compensate all the pleasure we're having by speaking ourselves the real damn shit! 💪all my effort and joy speaking in english by myself really paid off!!!,4
1122,"I think a lot of people should know that using ""Oh my God"" , ""Oh Lord"" , ""Jesus Christ"", etc breaks the 3rd commandment of God by taking God's name in vain.

People adapted to use these other phrases instead to avoid taking God's name in vain:
""Oh my"", 
""Oh my goodness"", 
""Oh my gosh"",
""Oh man"",
""Oh boy""
""Oh dear""
Etc.",3
1124,"American: candy 
British: sweets
Me ...toffee

American: eggplant
British: aubergine
Me: brinjal

Yeh sab kya hai",0
1127,"Others - candy /sweets 
Me - toffee",0
1130,I definitely download it❤,1
1131,I started following you today cause I need to develop my skills in eng and write my own grammar n etc. Notebook cause I’m planning to be an English teacher in Turkey n start my career soon in those two years thank you for your useful contact videos with all my love to you ur new student Jud 🩶,1
1132,Ok then what about cucumber 😅,0
1133,im from south africa and i say somethings diffrently form both,4
1134,"Which one is correct.
1. I watch grammar videos to improve my English.
2. I watch grammar videos for improving my English.",1
1135,math-,3
1136,love your video so much thank for a meaningful video❤,1
1137,"pashto is almost similair to british Wow and im pashto 
but i prefer speak more american english than british",4
1138,All British 😊,4
1140,At first i was cucumber the ....WTF HelL,0
1141,American,4
1142,I said dick on the last one,3
1143,Me who is Bri-ish not british,4
1146,Great video! but I think the test for level A1-A2 was more at level B1. I think the level is too high for beginners.,1
1147,The only time British people say candy is singing to a song or at Halloween,0
1148,"Rain poured in POP LEP ..... Flash ....

Shredding Tiny Balls, Zoom Chored by G.fog Lasted . Nake Sky Breathed D Black Phrases

PEP doers packed SUCH WHASS MUG??? THE DAY ..

Troop Winter fall spring Freaked in Sharp Lob, manner X crushed Dull AGE....Brown Site Coining Late CeS,  Fork ONE PIECE, steps Left MORE TWEETs BALLAD timing HOT MALES...

QUIZz WILLING Strings Chords competing MACRO MATCH.... Fulling RIDE WAY.

MID Summer Paul PA Amber's Member FREE COCKEY Chunking Billy FLOWS.

Low MAY NOT VERB tongue...Ommm
Passed???

Frozzz

GO???",3
1149,"Rain poured in POP LEP ..... Flash ....

Shredding Tiny Balls, Zoom Chored by G.fog Lasted . Nake Sky Breathed D Black Phrases

PEP doers packed SUCH WHASS MUG??? THE DAY ..

Troop Winter fall spring Freaked in Sharp Lob, manner X crushed Dull AGE....Brown Site Coining Late CeS,  Fork ONE PIECE, steps Left MORE TWEETs BALLAD timing HOT MALES...

QUIZz WILLING Strings Chords competing MACRO MATCH.... Fulling RIDE WAY.

MID Summer Paul PA Amber's Member FREE COCKEY Chunking Billy FLOWS.

Low MAY NOT VERB tongue...Ommm
Passed???

Frozzz

GO???",3
1150,"British - sweets 
America - candy 
India - toffee 😂😂",0
1151,"Brithish:biscuit
American:cookie
Me:cokelat panggang",0
1152,No it is noty fav subject 😅,3
1153,"1 - malay
2 - 6 to 8
3 - i don't know
4 - play games
5 - go to school",1
1154,Its all about colour idioms...,3
1155,I said money bc I’m irish,4
1158,"Britishers - Sweets
American - Candy
Indian - Chocolate",0
1159,I need English native teacher  could you please help me,1
1161,"You are the best teacher . I ve learned lot,s of things from you . Please make a video about pronunciation of words in an American accent",1
1162,Wow you speak German,3
1163,"American- candy
Brutish- sweets
Me- toffee 💀",0
1164,What's the name of the book ma'am?,3
1165,Thanks to ai i can clearly see hypocrites now,3
1166,"And vs End
Right?",3
1167,My brain goes into reverse when I hear people say aks!   Most horrible thing ever!,3
1169,"Rain poured in POP LEP ..... Flash ....

Shredding Tiny Balls, Zoom Chored by G.fog Lasted . Nake Sky Breathed D Black Phrases 


PEP doers packed SUCH WHASS MUG??? THE DAY ..

Troop Winter fall spring Freaked in Sharp Lob, manner X crushed Dull AGE....Brown Site Coining Late CeS,  Fork ONE PIECE, steps Left MORE TWEETs BALLAD timing HOT MALES...

QUIZz WILLING Strings Chords competing MACRO MATCH.... Fulling RIDE WAY.

MID Summer Paul PA Amber's Member FREE COCKEY Chunking Billy FLOWS.

Low MAY NOT VERB tongue...Ommm
Passed???

Frozzz

GO???



Lindsay Wallet BOOK READING FLAT JOURNEYS Salary

Donate your burger pieces """,0
1171,"There is no fluency in English able to hide your Russian face, believe me.",3
1172,"Hey, girl! Russians are so f..ed up with everything being done to them, that it is hard to make them happy by just saying a couple of meaningless flattering words. By the way, you left Russia for the US, didn't you? So, you didn't like it here, right? Was it just because nobody complimented you here? Could a compliment make you go on living here in Russia? I really don't think so. Thus, you better be sorry for your own people instead of being judgmental, OK?",3
1173,Thank you for giving me Detention and in school suspension not worth it,1
1174,me saying fuel station,3
1177,Happiest 8cm 😂 dialated person I ever seen Congratulations 🎉,3
1178,meanwhile cucumber ;(,0
1179,Americans also call the pacifier a binki ( i just noticed i'm not a native english speaker 😅 ),0
1180,Loving the intro!,1
1181,American,4
1183,"Lorry (truck ) and jumper ( sweater) wtf man a lorry for a truck and jumper for sweater,  I am from india",0
1184,Thank you for putting our Indian flag in first row,3
1185,We must cover our naked part of the body,3
1186,Actually l want to say thank you to you for this 💝,1
1187,"I don't know why, I can only speak English when I’m alone at home and I’m scared when I meet people. Answer me if you can",1
1188,"American: eggplant
British: Aubergine
Me:dic_",2
1189,Capcut for captions is good too,1
1190,Aubergine meaning  is brinjal in French,2
1191,Thank you so much mam for your kind efforts,1
1192,Canadian englishman,4
1193,im american truck candy cookie sweater eggplant,0
1194,Thank you a lot for this video! It is very helpful and gives so much needed information.,1
1195,"American: Eggplant
British: aubergine
me: D-",2
1196,How are you,3
1198,It's have {hev},3
1200,You should worry,3
1201,"Marina, learn English",1
1202,"Americans:candy
british:sweets
south asians: chocolate",0
1203,"Thank you for this, im currently studying for a big exam for IT and im overwhelmed especially when im no longer college age",1
1204,Babes that is not a BISCUIT that's a COOKIE there is a massive difference.,0
1207,My dumbass Said It was Scuba Diving & Roller Blading,3
1208,We Bangladeshis are mix of American amd British 😂,4
1209,First cucumber not zucchini,0
1210,"Bro i asked my british friends this and 3/5 they said in ""american"" english",4
1211,You r awesome creator,1
1213,I am a native English speaker even though I come from Sri Lanka,4
1214,I am American ❤,4
1215,Sounds perfect,3
1216,you look so beautiful in this video❤❤,1
1218,Advanced its not natural. Give me a time to rest or a break.,1
1219,Then if your mother tongue is Arabic you say cucumber 🥒,0
1220,I am India and it was a great experience,1
1222,"We indians are mixed ex- brinjal , choclate😅",3
1224,My level is b1,1
1225,"Indian English
1.tempo
2.toffee
3.biscuit
4.its sweater😂
5.Brinjal
😂😂",0
1227,"yes almost true and extremely easy way to use your time wisely , but not for all of us . the rest of us are not learning in English just to create  content . For example, I have been learning English since i decided 2 Years ago, and without any professional teacher or something like this . Maybe, for some of us my English is not enough but as you said Marina Who cares about it ?, I'm the boss here  and Frankly I don't mind in general. I stopped thinking about my accent and decided to focus on my target. to make a long story short if you are learning in English improve yourself or to reach your aim , you need to work hard , Your videos helped me improve my English because your positive energy is mind-blowing  and directly effect people who really need that❤",1
1228,I really wish to pass oet examination. This is very helpful for me..❤❤,1
1231,"Marina, I’m not a doomer, but now I get this feeling that these jobs will be devalued very soon because now you don’t have to be that professional to do all these things
Themore people will be doing harder stuff than it use to be, the less money all of them will get for that.",1
1232,"Her: what's this 🍆? 
Me: *PENI-*",3
1233,British,4
1234,"I'm captivated by your video! - ""Your determination is the key to your dreams...""",1
1235,Am i only who say bringle😂😂😂,3
1236,All American,4
1237,"American:Eggplant
British:Aubergine

Me: Di*k..",2
1238,Your English is awesome! 👏,1
1240,WTF how eggplant is aubergine WTHHHH,2
1241,In indonesian we call lorry/truck is Lori its like lorry and cookie/biscuit we call biskuit if we write its same wirh biscuit,0
1242,I'm born in Britain but I'm half American even though I never visited America in my life,4
1243,"It all depends on your goals. AI can't appreciate culture for you in other languages. You can't help people without access to the technology unless you know the languages they speak. Your brain doesn't benefit from the added neural networks of knowing how to express the same concept in multiple ways. And it's a sad day when we allow technology to take over. We cannot trust machines over our own selves. There are always unforseen consequences to every decision, invention, discovery, technology, application.... proceed with caution.",1
1244,I can't download free workbook. Why? 😪,1
1245,"What is this:🍆

In American is eggplant

In British aubergine

Me:a dic-",2
1246,Thank you for such an amazing video!,1
1247,"American:eggplant 
British:aurbergie
Indians:baigan",2
1248,"Indian English
1. Truck/ Lorry both different people from different states.
2. Toffee mostly & candy as well
3. Well the plains one's are called biscuit, these would be called Cookie
4. It's a sweater for us
5. Brinjal and in lower grades we also were taught that it's also called eggplant
.",0
1250,"I took German at school and, a few years later, spent 10 weeks in Germany and Austria.  They all say various forms of kriegen, zbw, hingekriegt, mitgekriegt, usw.   I never learned this in the German class.  It should have been the first thing we learned.  Proper German says "" Hast du Das verstanden ?    Did you understand ?   But they all say Hast du Das mitgekriegt.  I eventually figured out that it is  like saying Did you get that ? instead of Did you understand that ?",3
1251,What a tiny croissant😂,3
1252,Le me who say chocolate and brinjal 💀,0
1255,American,4
1257,"Team 1 for British and 4 for American 


👇🏻",4
1258,"American: cookie
British: biscuit

Me: biskut 😂😂we are real Indians",0
1259,"Such a pointless video. Heygen just works for videos and it is not natural. I can't stand listening to a robot even for a minute. And when it comes to learning a language, it has nothing to do with heygen. It is all about interaction with people around you and colleagues at work",1
1260,What the hell is a lorry💀,3
1261,Nice video I am from india,1
1262,"Wait haa second? Lemme correct u guys

Spankerss
Truckk
Poop smasher
Bandaiid
Hole fillers 

Like it gotta be correct right?😅",3
1263,Am in Germany and I speak English English can I do this,1
1265,"I was 0 in English but when i started to see your video, I improved English ❤ thanks marina for helping us 🎉🎉🎉best wishes for you ❤🎉😊",1
1267,I am fully american 😅,4
1268,"""I'm sorry for what happened to your mother.""

""Thanks for letting your mother get [CENSORED]! I appreciate it!""",3
1270,"I have been following Linguamarina for 2 days. I subscribed your channel yesterday, and I love your videos so much!",1
1271,It’s called a lolly,0
1272,Tools for rich people,3
1274,"America: candy
British: sweets
India: tofee
😅",0
1275,"British English:- Sweets ✨
American English:- Candy✨
Me:- Toffee✨",4
1276,Thank you,1
1277,I am an indian but i have a american accent😅,4
1279,Is that shu,3
1281,"Marina i know it was about several years when you experienced the hair fall process but i just want to ask you how's your hair now is it good, i am processing this sitiuation and it's about two years, tell me is your hair fall until now?",1
1282,as a Africana in my school is literally speak british,4
1283,people can be weird?? language can be weird! 😂😂😂,3
1284,I likes your video ❤ you are the best English teacher ❤❤,1
1285,*I said dick at the last one* 💀,3
1286,"Actual pronunciation: ""kwa-san""
Her pronunciation: ""KhHwaSaAn""",3
1287,"Marina , thank you for this  awesome meditation❤🎉",1
1291,In India we use both...😂😂😂,3
1292,"Sidewalk (AmE), footpath (BrE).",3
1293,3-minute chat before getting into the subject…,1
1294,Thanks friend please sapurt me.,1
1295,"All the MURICANS
Here",4
1296,The way she's struggling to get a perfect British accent 😂,4
1297,Iam specking Korea English,3
1298,Why is there no caption?,3
1299,At this time AI is looking time saver but it is far more dangerous 😢,3
1300,Moment of silence for those who skipped to the end,3
1302,"Suss , This video is Scary 😢",1
1303,Says biscuit but its still a cookie in english,0
1304,"I miss the old German nacionalism... lol, not the extreme one in 1939 tho",3
1307,Another white settlers moving on stolen land smh,3
1308,Thank you teacher.. This video is significant and mesmerizing for me,1
1309,That nice ❤,3
1310,There is a difference between cookie and biscuit 😫,0
1311,I kinda HAVE to finish it cuz i get 0% recess if i havent finished atleast 10 chapter books every 9 weeks 😭,1
1312,I need someone practices English with me please😢,1
1313,It's was so awesome that i couldn't realize that i watched the whole video 😅,1
1314,"C1 first question... ""I will usually go for a short walk before going to bed.""

The sentence is correct, but it is a bit unusual to use the future tense (""will"") to talk about a habit that you usually do. It would be more natural to say ""I usually go for a short walk before going to bed.""
The only reason you might use the future tense in this context would be if you were making a promise or a commitment to someone. For example, if you were talking to your doctor about improving your sleep habits, you might say ""I will usually go for a short walk before going to bed.""
But in general, it is more natural to use the present tense when talking about your habits.",1
1315,"Thank you so much! I am practicing my english after a lot of years, your video is so good, I'm using now all the phrases every day in my new job! Best regards from Perú.",1
1316,Yes of course,3
1322,Am both,3
1323,Any one who are fan of marina from Pakistan???????,3
1324,"Great content, very informative thank you ❤",1
1325,That will be Mexican American accent I'm from Sinaloa and we sound country in Spanish cause we speak fast and do everything fast.,4
1326,"Them : zucchini or courgette
Me: cucumber 
Then: trash can or dustbin 
Me: trash bin 
🗿🗿🗿",0
1327,Thank you ❤,1
1328,south africa,3
1330,"Worst advice I ever heard. 
More like if you’re halfway through and you don’t like it or are dreading reading cus of it, drop it.",1
1331,I hate the letters HBD. Like seriouslyyyy. Mannnn it's not that hard to write the whole thing!!!,3
1332,what is your name,3
1333,I speak American,4
1334,"""Dic-""

""Never mind""",3
1335,"American English team 
👇",4
1337,Me: says kaka instead of cookie/biscuit,0
1338,"It's better off if you'd quit this blog, Miss Marina. Your manner of speaking, overall English lore, rough accent and your aspiration to show off the world how well you've managed to accommodate in English speaking country is nothing to do with your professional approach to English. Live longer where you're  to know better!",4
1339,That's not cucumber 🤣,0
